date,code,open,high,low,close,preclose,volume,amount,pctChg
2005-01-04,sh.000905,996.6820,996.6820,984.7950,986.9270,0.0000,232376203,1329187122.0000,0.000000
2005-01-05,sh.000905,986.5700,1008.8550,985.6770,1003.6330,986.9270,348610113,1919861791.0000,1.692728
2005-01-06,sh.000905,1003.4900,1003.4900,990.7920,994.5950,1003.6330,293390559,1629216031.0000,-0.900531
2005-01-07,sh.000905,993.4340,1009.0000,990.4460,997.6060,994.5950,339162698,1906530712.0000,0.302741
2005-01-10,sh.000905,996.9280,1006.4570,993.1230,1006.3370,997.6060,294940533,1650218869.0000,0.875191
2005-01-11,sh.000905,1006.2110,1009.5010,999.8600,1008.3430,1006.3370,313611521,1778497883.0000,0.199341
2005-01-12,sh.000905,1008.0100,1008.7430,998.3610,1008.6200,1008.3430,319639380,1825638693.0000,0.027469
2005-01-13,sh.000905,1008.0980,1014.8410,1005.3480,1013.0700,1008.6200,471573361,2716827481.0000,0.441198
2005-01-14,sh.000905,1012.6990,1019.4800,999.2660,1000.1690,1013.0700,401693734,2284638759.0000,-1.273456
2005-01-17,sh.000905,990.9870,991.0220,974.3330,977.5220,1000.1690,435860320,2418653726.0000,-2.264321
2005-01-18,sh.000905,977.6030,991.8390,974.1490,991.4190,977.5220,451613258,2523669419.0000,1.421659
2005-01-19,sh.000905,991.2910,991.2910,981.2270,986.2410,991.4190,425524931,2304569213.0000,-0.522280
2005-01-20,sh.000905,983.1980,983.1980,966.8870,972.4630,986.2410,465204848,2588992483.0000,-1.397023
2005-01-21,sh.000905,971.5010,989.7180,951.4270,988.5190,972.4630,618525583,3412342279.0000,1.651062
2005-01-24,sh.000905,1009.9470,1009.9470,998.3700,1008.1750,988.5190,732335514,4105828975.0000,1.988430
2005-01-25,sh.000905,1006.0000,1006.0000,989.9460,999.5530,1008.1750,469480344,2651186737.0000,-0.855210
2005-01-26,sh.000905,997.6380,997.6380,985.6690,987.9550,999.5530,411390082,2238628613.0000,-1.160315
2005-01-27,sh.000905,986.1460,986.1460,970.3540,971.3730,987.9550,412321375,2214822674.0000,-1.678420
2005-01-28,sh.000905,971.3730,971.9410,949.1120,952.4130,971.3730,407237328,2106037353.0000,-1.951872
2005-01-31,sh.000905,948.4390,948.4390,921.5800,922.6530,952.4130,409509905,2058937471.0000,-3.124696
2005-02-01,sh.000905,919.8000,929.6880,911.9330,913.3310,922.6530,419974568,2076599356.0000,-1.010350
2005-02-02,sh.000905,913.0250,964.4230,913.0250,964.2430,913.3310,655356622,3522826077.0000,5.574319
2005-02-03,sh.000905,963.7460,967.9360,944.7640,945.3120,964.2430,637130084,3476526549.0000,-1.963299
2005-02-04,sh.000905,944.4470,963.8100,943.4720,962.0280,945.3120,519301391,2874284614.0000,1.768305
2005-02-16,sh.000905,967.4320,979.3040,965.9390,972.3370,962.0280,469332268,2555290412.0000,1.071586
2005-02-17,sh.000905,971.8380,977.4400,964.3240,977.2720,972.3370,403195849,2081885379.0000,0.507540
2005-02-18,sh.000905,977.1200,977.1200,964.5540,964.7690,977.2720,411281145,2134898913.0000,-1.279377
2005-02-21,sh.000905,965.0010,981.8870,964.4710,981.8190,964.7690,476520314,2568576863.0000,1.767261
2005-02-22,sh.000905,982.4180,1008.6710,980.5050,1007.6880,981.8190,957578905,5328306279.0000,2.634805
2005-02-23,sh.000905,1008.2930,1023.3300,1002.8010,1019.2580,1007.6880,1020182334,5822771921.0000,1.148174
2005-02-24,sh.000905,1018.2920,1024.8730,1012.4450,1024.4460,1019.2580,868323283,4874675166.0000,0.509003
2005-02-25,sh.000905,1024.5690,1035.4740,1023.7440,1024.1180,1024.4460,965076125,5608389732.0000,-0.032018
2005-02-28,sh.000905,1023.1910,1026.0370,1014.9410,1020.8470,1024.1180,702805156,4174609104.0000,-0.319402
2005-03-01,sh.000905,1020.5950,1023.9600,1011.5610,1021.1620,1020.8470,667563690,3803211754.0000,0.030857
2005-03-02,sh.000905,1021.3570,1028.3290,1005.3350,1006.1480,1021.1620,745797116,4197819828.0000,-1.470284
2005-03-03,sh.000905,1004.1000,1011.7000,996.3620,1011.2880,1006.1480,537249418,2991525954.0000,0.510861
2005-03-04,sh.000905,1011.2000,1012.6650,1001.8480,1003.2100,1011.2880,452518936,2551598958.0000,-0.798784
2005-03-07,sh.000905,1004.3410,1008.3560,1001.8610,1006.9530,1003.2100,447514053,2595513439.0000,0.373100
2005-03-08,sh.000905,1007.6840,1029.4570,1007.6840,1029.4570,1006.9530,718700799,4502177472.0000,2.234864
2005-03-09,sh.000905,1031.6020,1034.6180,1024.8900,1032.5500,1029.4570,825782273,5012633412.0000,0.300451
2005-03-10,sh.000905,1032.2740,1032.2740,1002.4150,1005.5450,1032.5500,710602049,4259483416.0000,-2.615376
2005-03-11,sh.000905,1003.7810,1010.8570,999.1110,1009.4340,1005.5450,595531053,3681413477.0000,0.386759
2005-03-14,sh.000905,1009.1770,1016.5380,991.0590,1007.7660,1009.4340,755050325,4838849569.0000,-0.165244
2005-03-15,sh.000905,1007.8920,1007.8920,992.0150,993.8310,1007.7660,649956805,4049428975.0000,-1.382761
2005-03-16,sh.000905,992.6420,992.6420,977.1320,983.9160,993.8310,531196451,3199203625.0000,-0.997652
2005-03-17,sh.000905,983.1050,984.2460,970.3380,970.9660,983.9160,531330742,3178910836.0000,-1.316170
2005-03-18,sh.000905,969.1180,973.1000,945.5970,949.5090,970.9660,539391703,3123548577.0000,-2.209864
2005-03-21,sh.000905,947.5710,952.7560,940.0940,949.5530,949.5090,419219010,2502435568.0000,0.004635
2005-03-22,sh.000905,948.7840,949.0670,918.0930,922.5640,949.5530,579501326,3283723310.0000,-2.842280
2005-03-23,sh.000905,921.0690,937.6820,914.5410,923.1940,922.5640,529028344,3122090437.0000,0.068282
2005-03-24,sh.000905,922.1810,933.9190,914.6460,933.3470,923.1940,431920133,2510676346.0000,1.099771
2005-03-25,sh.000905,933.1730,936.1250,927.1810,931.4170,933.3470,418984460,2271998365.0000,-0.206782
2005-03-28,sh.000905,930.1680,930.1680,909.1720,922.9230,931.4170,401957019,2155906688.0000,-0.911946
2005-03-29,sh.000905,922.6590,929.4550,916.6540,916.8110,922.9230,369856709,1999394257.0000,-0.662244
2005-03-30,sh.000905,915.0880,915.0880,887.9810,888.9490,916.8110,468949559,2457661169.0000,-3.039012
2005-03-31,sh.000905,887.0700,896.4080,880.8780,896.0680,888.9490,412561375,2042255429.0000,0.800835
2005-04-01,sh.000905,895.2270,934.5490,884.6260,927.5460,896.0680,692179347,3665270899.0000,3.512906
2005-04-04,sh.000905,919.1390,920.6230,904.6180,909.8700,927.5460,533383808,2893226429.0000,-1.905676
2005-04-05,sh.000905,908.1850,912.3820,899.7960,901.7440,909.8700,457250275,2391142553.0000,-0.893092
2005-04-06,sh.000905,901.7440,921.6380,893.0270,918.5570,901.7440,680502776,3830190110.0000,1.864497
2005-04-07,sh.000905,919.2350,945.5710,917.6260,932.3330,918.5570,954023521,5349441629.0000,1.499744
2005-04-08,sh.000905,931.7740,949.4680,928.0580,949.4570,932.3330,799738066,4357191759.0000,1.836679
2005-04-11,sh.000905,949.8470,957.3420,943.7220,948.5090,949.4570,868824248,4741992562.0000,-0.099846
2005-04-12,sh.000905,947.1150,947.1150,927.1100,927.4100,948.5090,603996652,3247372938.0000,-2.224438
2005-04-13,sh.000905,932.3110,951.1980,932.3110,950.2290,927.4100,814108633,4490048505.0000,2.460512
2005-04-14,sh.000905,952.5380,954.1410,934.1280,935.4250,950.2290,698368786,3795040134.0000,-1.557942
2005-04-15,sh.000905,931.6660,931.6660,911.3180,913.2710,935.4250,666159696,3459646367.0000,-2.368334
2005-04-18,sh.000905,910.8890,910.8890,895.2750,901.1180,913.2710,500326908,2575525210.0000,-1.330713
2005-04-19,sh.000905,899.9340,905.0520,893.2900,902.7850,901.1180,479860298,2427298091.0000,0.184992
2005-04-20,sh.000905,902.2200,902.2200,880.9280,884.0830,902.7850,532165039,2598639279.0000,-2.071586
2005-04-21,sh.000905,881.6760,886.4370,863.1380,867.3280,884.0830,625034912,3136724162.0000,-1.895185
2005-04-22,sh.000905,865.8170,870.0050,851.3430,857.4010,867.3280,622488482,3135517460.0000,-1.144550
2005-04-25,sh.000905,846.1420,847.8120,829.5480,841.0580,857.4010,581986195,2874936589.0000,-1.906111
2005-04-26,sh.000905,839.2480,858.1070,835.8570,855.2400,841.0580,619995510,2916330757.0000,1.686210
2005-04-27,sh.000905,857.9510,857.9510,839.5620,839.9530,855.2400,594365492,2978917961.0000,-1.787450
2005-04-28,sh.000905,837.3840,863.4520,825.5090,860.6160,839.9530,764311242,3771427201.0000,2.460021
2005-04-29,sh.000905,860.3930,860.3930,845.4360,847.6110,860.6160,601368538,2897477422.0000,-1.511127
2005-05-09,sh.000905,848.0880,851.2090,818.1050,818.3990,847.6110,420610047,2068561512.0000,-3.446396
2005-05-10,sh.000905,814.7650,818.4970,791.1030,818.0880,818.3990,494693584,2367569440.0000,-0.037998
2005-05-11,sh.000905,816.8170,822.7730,809.5800,811.5700,818.0880,463757906,2279227682.0000,-0.796736
2005-05-12,sh.000905,810.1600,814.8870,799.8160,807.5100,811.5700,459710546,2220225105.0000,-0.500265
2005-05-13,sh.000905,806.7280,819.4160,801.8680,814.8780,807.5100,519752845,2399090157.0000,0.912432
2005-05-16,sh.000905,814.0550,814.0550,802.8230,808.1710,814.8780,453750251,2010607218.0000,-0.823064
2005-05-17,sh.000905,806.8080,821.0490,803.4240,818.4550,808.1710,495508190,2184321836.0000,1.272503
2005-05-18,sh.000905,818.1200,824.7710,811.0360,824.6430,818.4550,455807702,1982282524.0000,0.756057
2005-05-19,sh.000905,824.8260,828.5820,814.1510,824.9400,824.6430,477627612,2170371655.0000,0.036015
2005-05-20,sh.000905,824.5740,828.0790,818.3650,819.1300,824.9400,432752210,1945065867.0000,-0.704293
2005-05-23,sh.000905,816.1950,816.1950,793.0520,793.7240,819.1300,431271537,1802802915.0000,-3.101584
2005-05-24,sh.000905,791.1290,811.6710,788.8170,808.7430,793.7240,469529223,1976718785.0000,1.892217
2005-05-25,sh.000905,808.5210,817.6680,803.9420,809.6970,808.7430,529453761,2206568910.0000,0.117966
2005-05-26,sh.000905,808.6610,812.6940,795.4250,799.0240,809.6970,483878743,2104358596.0000,-1.318152
2005-05-27,sh.000905,797.1830,806.2520,789.8590,790.9980,799.0240,416763164,1818239407.0000,-1.004476
2005-05-30,sh.000905,788.6370,799.4030,783.8540,797.5320,790.9980,384870800,1627664116.0000,0.826045
2005-05-31,sh.000905,798.3340,802.0360,793.8760,796.8720,797.5320,429973699,1769831486.0000,-0.082752
2005-06-01,sh.000905,795.8170,795.8170,774.3540,778.6730,796.8720,464872701,1920798554.0000,-2.283809
2005-06-02,sh.000905,777.4690,779.2300,764.1500,769.4210,778.6730,495063844,2099951737.0000,-1.188169
2005-06-03,sh.000905,767.6700,772.8310,755.2550,765.9670,769.4210,458631503,1841785231.0000,-0.448914
2005-06-06,sh.000905,764.6560,778.4000,751.3210,778.2100,765.9670,476354250,1973905289.0000,1.598377
2005-06-07,sh.000905,779.7230,795.4200,776.1210,779.8440,778.2100,708730037,3116981334.0000,0.209965
2005-06-08,sh.000905,782.0070,845.0590,782.0070,841.3600,779.8440,1497354405,6612786780.0000,7.888243
2005-06-09,sh.000905,840.2330,858.7460,829.2760,849.7250,841.3600,1531145199,7083905756.0000,0.994223
2005-06-10,sh.000905,850.0240,850.0240,827.7530,831.6050,849.7250,1003594822,4618584575.0000,-2.132454
2005-06-13,sh.000905,830.7960,837.3820,818.5840,834.2520,831.6050,689483897,3143331122.0000,0.318304
2005-06-14,sh.000905,835.3530,841.3340,817.5310,818.1910,834.2520,740158653,3214101518.0000,-1.925202
2005-06-15,sh.000905,815.7310,815.7310,794.8480,796.2600,818.1910,588453212,2611882535.0000,-2.680422
2005-06-16,sh.000905,795.7550,804.0380,786.0050,803.9450,796.2600,551448200,2463681172.0000,0.965137
2005-06-17,sh.000905,805.7530,809.5780,796.8910,800.1370,803.9450,547849935,2541412672.0000,-0.473662
2005-06-20,sh.000905,799.4670,823.9130,786.4280,823.7330,800.1370,796647678,3695814708.0000,2.948988
2005-06-21,sh.000905,823.5380,824.0380,813.2760,816.1970,823.7330,638511320,2928451825.0000,-0.914853
2005-06-22,sh.000905,814.9120,819.4910,808.7670,818.6470,816.1970,499273725,2228747206.0000,0.300167
2005-06-23,sh.000905,818.1890,821.4560,808.5620,809.3470,818.6470,524665869,2368349381.0000,-1.136019
2005-06-24,sh.000905,807.6780,813.2770,802.4860,813.2030,809.3470,427675509,1868202982.0000,0.476436
2005-06-27,sh.000905,817.2840,838.4200,817.2840,834.3460,813.2030,928098446,4445204662.0000,2.599967
2005-06-28,sh.000905,832.1550,832.1550,817.2860,819.0460,834.3460,574778722,2677620074.0000,-1.833770
2005-06-29,sh.000905,818.0910,821.0780,813.0790,814.0640,819.0460,514989044,2397803068.0000,-0.608268
2005-06-30,sh.000905,813.1520,813.1520,790.7570,791.5020,814.0640,535470028,2487038569.0000,-2.771528
2005-07-01,sh.000905,789.1770,789.1770,758.7070,760.3520,791.5020,646907313,2803467961.0000,-3.935558
2005-07-04,sh.000905,756.0330,756.0330,732.8640,749.4830,760.3520,590970196,2464867355.0000,-1.429472
2005-07-05,sh.000905,747.8940,752.7730,739.6210,744.5950,749.4830,439146253,1957584553.0000,-0.652183
2005-07-06,sh.000905,744.7950,750.3020,738.3800,743.4440,744.5950,428024302,1849285309.0000,-0.154581
2005-07-07,sh.000905,743.3230,751.1280,740.4850,747.4180,743.4440,392513492,1689526507.0000,0.534547
2005-07-08,sh.000905,746.2890,746.2890,722.2830,722.8540,747.4180,509962055,2074276437.0000,-3.286518
2005-07-11,sh.000905,725.6350,742.9470,712.9660,714.4750,722.8540,504551945,2115139680.0000,-1.159159
2005-07-12,sh.000905,712.3070,740.5940,708.9920,739.5340,714.4750,690327173,2925420187.0000,3.507334
2005-07-13,sh.000905,738.6140,738.7400,729.5910,732.4430,739.5340,571845061,2534914868.0000,-0.958847
2005-07-14,sh.000905,732.0050,740.0500,729.2690,732.5440,732.4430,523636686,2238519576.0000,0.013791
2005-07-15,sh.000905,732.6740,736.4090,712.4430,714.4880,732.5440,594210409,2376343496.0000,-2.464839
2005-07-18,sh.000905,712.3200,712.3200,694.8480,696.8480,714.4880,481789676,1869008405.0000,-2.468894
2005-07-19,sh.000905,695.7670,705.0760,692.6970,703.0660,696.8480,418524535,1665130039.0000,0.892297
2005-07-20,sh.000905,703.1730,711.0080,699.1920,707.2930,703.0660,424300901,1771294806.0000,0.601231
2005-07-21,sh.000905,707.0490,707.9380,695.3840,704.7880,707.2930,474598107,1948020673.0000,-0.354168
2005-07-22,sh.000905,704.6110,728.5230,704.2310,721.4450,704.7880,950855587,3877378333.0000,2.363403
2005-07-25,sh.000905,720.6090,720.9870,714.6840,718.8670,721.4450,577102003,2427919376.0000,-0.357339
2005-07-26,sh.000905,718.6230,736.7210,718.6000,735.8610,718.8670,919136182,3765644687.0000,2.364000
2005-07-27,sh.000905,736.2890,750.0930,731.0760,750.0150,735.8610,947247844,3880395437.0000,1.923460
2005-07-28,sh.000905,750.4000,755.9420,744.0220,747.2300,750.0150,1074715208,4372350126.0000,-0.371331
2005-07-29,sh.000905,746.5890,748.3800,739.3960,744.8250,747.2300,705695311,2815158251.0000,-0.321851
2005-08-01,sh.000905,744.7710,751.0460,742.8960,750.4880,744.8250,631794348,2559324066.0000,0.760308
2005-08-02,sh.000905,750.9640,763.2900,746.8190,763.2900,750.4880,890216702,3550207898.0000,1.705824
2005-08-03,sh.000905,764.9380,781.0270,763.8650,769.7520,763.2900,1408354965,5550136894.0000,0.846603
2005-08-04,sh.000905,767.5660,769.3420,761.3620,765.2620,769.7520,866178461,3626523924.0000,-0.583303
2005-08-05,sh.000905,765.3900,787.9260,765.3900,787.8190,765.2620,1249026298,5533624993.0000,2.947611
2005-08-08,sh.000905,792.4010,805.5970,790.1790,800.1170,787.8190,1536139404,7002623029.0000,1.561023
2005-08-09,sh.000905,800.8370,814.2580,794.1790,814.1860,800.1170,1401640053,6101487287.0000,1.758364
2005-08-10,sh.000905,814.7630,823.9870,804.5220,823.8390,814.1860,1520112307,6584951194.0000,1.185603
