date,code,open,high,low,close,preclose,volume,amount,pctChg
2005-01-04,sh.000300,994.7700,994.7700,980.6600,982.7940,0.0000,741286894,4431977400.0000,0.000000
2005-01-05,sh.000300,981.5800,997.3200,979.8800,992.5640,982.7940,711910898,4529208200.0000,0.994107
2005-01-06,sh.000300,993.3300,993.7900,980.3300,983.1740,992.5640,628802905,3921015400.0000,-0.946036
2005-01-07,sh.000300,983.0500,995.7100,979.8100,983.9580,983.1740,729869409,4737469400.0000,0.079741
2005-01-10,sh.000300,983.7600,993.9600,979.7900,993.8790,983.9580,579169799,3762932900.0000,1.008277
2005-01-11,sh.000300,994.1900,999.5500,991.0900,997.1350,993.8790,584907998,3704076700.0000,0.327603
2005-01-12,sh.000300,996.6500,996.9800,989.2600,996.7480,997.1350,501452509,3093299700.0000,-0.038814
2005-01-13,sh.000300,996.0800,999.4700,992.7000,996.8770,996.7480,604406584,3842173300.0000,0.012945
2005-01-14,sh.000300,996.6200,1006.4600,987.2300,988.3060,996.8770,729784238,4162921200.0000,-0.859784
2005-01-17,sh.000300,979.1100,981.5300,965.0800,967.4520,988.3060,728818876,4249807800.0000,-2.110075
2005-01-18,sh.000300,967.3700,974.8700,960.2900,974.6890,967.4520,731184782,4117944100.0000,0.748047
2005-01-19,sh.000300,974.3300,974.3300,965.2600,967.2100,974.6890,633809119,3427951300.0000,-0.767322
2005-01-20,sh.000300,963.2100,963.2100,952.2300,956.2450,967.2100,772710670,4399350600.0000,-1.133676
2005-01-21,sh.000300,954.4600,984.2700,943.4400,982.6040,956.2450,1445005985,8152086100.0000,2.756512
2005-01-24,sh.000300,1001.8500,1001.8500,986.2400,998.1330,982.6040,1435946161,8360161500.0000,1.580392
2005-01-25,sh.000300,995.6400,997.9500,985.2400,997.7750,998.1330,986252911,6157022400.0000,-0.035864
2005-01-26,sh.000300,995.7800,999.4700,988.4800,989.9280,997.7750,766329017,4719440400.0000,-0.786454
2005-01-27,sh.000300,987.3400,987.7000,973.7700,974.6310,989.9280,694536497,4094398900.0000,-1.545264
2005-01-28,sh.000300,974.6300,975.6200,965.2100,969.2090,974.6310,574880738,3280950300.0000,-0.556313
2005-01-31,sh.000300,965.7900,965.7900,953.1400,954.8790,969.2090,678870643,3863573600.0000,-1.478521
2005-02-01,sh.000300,953.3300,965.4800,952.7400,955.9510,954.8790,743306676,4275706800.0000,0.112261
2005-02-02,sh.000300,956.7000,1006.9300,956.7000,1006.9130,955.9510,1705733857,10202904300.0000,5.331030
2005-02-03,sh.000300,1005.5600,1014.1900,992.1600,993.2150,1006.9130,1697453933,10057310300.0000,-1.360395
2005-02-04,sh.000300,992.2500,1021.0300,989.9400,1016.8580,993.2150,1573621461,9549870600.0000,2.380446
2005-02-16,sh.000300,1023.3200,1033.2500,1018.4900,1023.5840,1016.8580,1213129305,7438168200.0000,0.661451
2005-02-17,sh.000300,1024.4300,1024.4300,1010.4800,1020.6060,1023.5840,896829766,5513063300.0000,-0.290935
