date,code,open,high,low,close,preclose,volume,amount,pctChg
2000-01-04,sz.399106,402.7200,414.8300,401.6700,414.6900,402.1800,734450800,5235570000.0000,3.110550
2000-01-05,sz.399106,414.6500,423.7600,413.1000,415.9600,414.6900,937389700,7410230000.0000,0.306250
2000-01-06,sz.399106,415.2900,433.0800,413.6900,433.0600,415.9600,1124048100,9095030000.0000,4.110974
2000-01-07,sz.399106,436.7100,449.5200,436.7100,449.1600,433.0600,2990011200,19047090000.0000,3.717731
2000-01-10,sz.399106,453.3800,458.8500,446.3700,458.7300,449.1600,2698710400,18553500000.0000,2.130646
2000-01-11,sz.399106,459.6800,459.6800,436.7200,439.9900,458.7300,1757251800,13557840000.0000,-4.085196
2000-01-12,sz.399106,437.8600,444.0900,425.6400,427.9400,439.9900,1140833100,9869450000.0000,-2.738696
2000-01-13,sz.399106,427.4800,430.8500,422.4800,425.1500,427.9400,746048200,5948160000.0000,-0.651963
2000-01-14,sz.399106,425.2000,427.7100,418.4300,420.4700,425.1500,615049900,5134890000.0000,-1.100786
2000-01-17,sz.399106,419.9400,427.6000,417.2100,427.4600,420.4700,618530800,5459460000.0000,1.662423
2000-01-18,sz.399106,428.0000,432.0200,425.6400,427.8200,427.4600,730889400,6783230000.0000,0.084222
2000-01-19,sz.399106,427.6400,435.0700,427.3500,434.0600,427.8200,734608700,6871380000.0000,1.458555
2000-01-20,sz.399106,434.8100,441.5200,434.8100,441.4200,434.0600,976650100,10454900000.0000,1.695622
2000-01-21,sz.399106,442.9100,447.7200,440.6500,443.7200,441.4200,1384986600,13778170000.0000,0.521043
2000-01-24,sz.399106,444.8400,451.8600,441.7800,451.7800,443.7200,1463516500,15078540000.0000,1.816460
2000-01-25,sz.399106,454.1100,456.1900,448.7300,451.8500,451.7800,1246311500,12959360000.0000,0.015496
2000-01-26,sz.399106,451.7900,453.7400,449.1100,453.5800,451.8500,964243500,9663450000.0000,0.382866
2000-01-27,sz.399106,456.5400,461.3600,454.8800,460.7400,453.5800,1607922800,15285360000.0000,1.578554
2000-01-28,sz.399106,463.1900,469.6900,461.5000,469.6500,460.7400,2452384000,18973170000.0000,1.933846
2000-02-14,sz.399106,484.6400,512.3300,484.6400,512.2500,469.6500,4166020000,23092260000.0000,9.070585
2000-02-15,sz.399106,525.2700,538.6700,511.7400,514.8900,512.2500,4401459600,34514080000.0000,0.515376
2000-02-16,sz.399106,516.5000,527.4300,510.6800,527.1100,514.8900,3252190800,32144420000.0000,2.373317
2000-02-17,sz.399106,539.0600,551.4500,504.1300,509.7900,527.1100,4365602400,42622340000.0000,-3.285837
2000-02-18,sz.399106,504.5000,519.2900,490.2000,518.9600,509.7900,2528476000,26048920000.0000,1.798782
2000-02-21,sz.399106,522.9600,526.5900,512.8800,521.7100,518.9600,2774268400,27982770000.0000,0.529906
2000-02-22,sz.399106,523.1200,523.7500,502.9400,504.6200,521.7100,2141714800,22595320000.0000,-3.275771
2000-02-23,sz.399106,499.0300,502.1600,488.5100,490.9500,504.6200,1856141800,18681370000.0000,-2.708966
2000-02-24,sz.399106,488.6100,504.9900,488.6100,504.8200,490.9500,1478103400,16068410000.0000,2.825134
2000-02-25,sz.399106,506.1000,509.6900,498.5000,503.9700,504.8200,1621413700,18249000000.0000,-0.168378
2000-02-28,sz.399106,505.2900,527.0700,504.9000,526.1800,503.9700,2263943400,23491890000.0000,4.407006
2000-02-29,sz.399106,531.5600,532.8800,514.0400,524.6400,526.1800,2410648800,24287010000.0000,-0.292671
2000-03-01,sz.399106,525.3100,527.7200,518.8800,523.8300,524.6400,2048621200,21418350000.0000,-0.154391
2000-03-02,sz.399106,523.7400,530.0400,518.7300,526.1800,523.8300,1923532000,19611240000.0000,0.448614
2000-03-03,sz.399106,529.1600,536.9200,526.9000,532.1400,526.1800,2464972800,23246930000.0000,1.132696
2000-03-06,sz.399106,536.1000,538.2700,511.0800,511.4300,532.1400,2719510000,23548650000.0000,-3.891837
2000-03-07,sz.399106,506.3900,518.1700,503.4900,517.9900,511.4300,1853266800,15395910000.0000,1.282678
2000-03-08,sz.399106,519.5600,526.9600,515.9700,526.7900,517.9900,1969146000,15868250000.0000,1.698872
