date,shiborON,shibor1W,shibor2W,shibor1M,shibor3M,shibor6M,shibor9M,shibor1Y
2009-10-13,1.264200,1.576700,1.684100,1.737300,1.772500,1.870700,2.016700,2.208600
2009-10-14,1.262500,1.552800,1.682500,1.733900,1.772900,1.871700,2.017200,2.208900
2009-10-15,1.263800,1.522400,1.663100,1.733900,1.774300,1.873400,2.018300,2.211200
2009-10-16,1.260800,1.522300,1.654200,1.730600,1.776200,1.875400,2.021100,2.213900
2009-10-19,1.255400,1.527100,1.618100,1.729100,1.779400,1.877500,2.021600,2.215200
2009-10-20,1.225400,1.509800,1.575700,1.725000,1.781200,1.878900,2.022100,2.217500
2009-10-21,1.195000,1.532900,1.542300,1.725000,1.781800,1.879800,2.025400,2.219100
2009-10-22,1.191700,1.512500,1.518200,1.723000,1.781200,1.880000,2.027400,2.220400
2009-10-23,1.186700,1.444200,1.473800,1.716200,1.782100,1.880100,2.029300,2.220700
2009-10-26,1.175800,1.473300,1.484200,1.714400,1.784000,1.880200,2.030400,2.220900
2009-10-27,1.146700,1.437600,1.480800,1.713300,1.786100,1.880600,2.031100,2.221300
2009-10-28,1.144600,1.468700,1.479600,1.709500,1.788300,1.880600,2.031600,2.221600
2009-10-29,1.141500,1.452500,1.468400,1.707400,1.788400,1.881300,2.031500,2.221900
2009-10-30,1.137900,1.368300,1.467500,1.707200,1.789400,1.881600,2.032000,2.222100
2009-11-02,1.135800,1.340000,1.444200,1.707600,1.791100,1.881600,2.032400,2.222600
2009-11-03,1.136700,1.465800,1.446300,1.709700,1.792000,1.882700,2.033000,2.223100
2009-11-04,1.141700,1.403800,1.458200,1.706000,1.792700,1.882500,2.033300,2.223300
2009-11-05,1.212900,1.446300,1.489600,1.708300,1.793300,1.883900,2.034200,2.224500
2009-11-06,1.214600,1.440500,1.492800,1.709500,1.794000,1.884300,2.034400,2.224500
2009-11-09,1.205800,1.455800,1.496900,1.707500,1.795500,1.885200,2.033900,2.225100
2009-11-10,1.233200,1.480700,1.500500,1.708200,1.797100,1.887000,2.036000,2.226900
2009-11-11,1.225800,1.459200,1.489600,1.706400,1.796800,1.887600,2.037200,2.227500
2009-11-12,1.227500,1.465100,1.483800,1.707500,1.796700,1.887700,2.037600,2.227700
2009-11-13,1.217100,1.470800,1.487800,1.706900,1.795700,1.887800,2.037800,2.227700
2009-11-16,1.210400,1.356700,1.484200,1.707100,1.797700,1.889400,2.039400,2.230200
2009-11-17,1.200000,1.419600,1.515600,1.711900,1.798000,1.890600,2.040600,2.232000
2009-11-18,1.194600,1.405800,1.476400,1.713800,1.798500,1.891700,2.041500,2.233700
2009-11-19,1.193800,1.390800,1.464100,1.713500,1.800700,1.893700,2.043400,2.236100
2009-11-20,1.192500,1.438400,1.453000,1.717500,1.802100,1.894600,2.044500,2.236700
2009-11-23,1.188800,1.460800,1.457900,1.718400,1.803600,1.895100,2.045900,2.236900
2009-11-24,1.185800,1.402500,1.447500,1.722300,1.804000,1.895700,2.046100,2.237400
2009-11-25,1.187900,1.429600,1.448500,1.725700,1.804400,1.895100,2.046100,2.237600
2009-11-26,1.186300,1.421700,1.436700,1.726500,1.803100,1.895700,2.045300,2.237700
2009-11-27,1.187100,1.453300,1.464200,1.726300,1.804700,1.895400,2.045700,2.236900
2009-11-30,1.189200,1.469000,1.499000,1.725400,1.806400,1.897400,2.046300,2.238300
2009-12-01,1.252500,1.451700,1.496600,1.723600,1.808200,1.898000,2.046900,2.238800
2009-12-02,1.245400,1.467500,1.524200,1.724800,1.808500,1.899000,2.046300,2.239200
2009-12-03,1.233300,1.488200,1.522300,1.722600,1.809200,1.899600,2.046500,2.239700
2009-12-04,1.218300,1.496300,1.516300,1.723600,1.810200,1.899900,2.046600,2.240000
2009-12-07,1.209800,1.489200,1.505800,1.723900,1.810200,1.900000,2.048000,2.240000
2009-12-08,1.205400,1.457500,1.497800,1.726100,1.811400,1.900000,2.049200,2.240900
2009-12-09,1.197100,1.476700,1.535500,1.728100,1.812000,1.900200,2.049800,2.241700
2009-12-10,1.187500,1.456700,1.545000,1.727500,1.813700,1.901000,2.050300,2.242900
2009-12-11,1.176300,1.485800,1.555900,1.729300,1.815200,1.902300,2.051100,2.244200
2009-12-14,1.173300,1.475400,1.549300,1.730800,1.815700,1.903100,2.052000,2.245100
2009-12-15,1.166700,1.452500,1.548400,1.733900,1.817100,1.903000,2.052300,2.246500
2009-12-16,1.162500,1.450800,1.548300,1.735300,1.818300,1.903100,2.052700,2.248000
2009-12-17,1.165000,1.455100,1.551300,1.733300,1.818900,1.903100,2.052900,2.248700
2009-12-18,1.166900,1.455800,1.721700,1.733000,1.819300,1.903100,2.053000,2.249100
2009-12-21,1.161300,1.445400,1.802500,1.743600,1.819400,1.903100,2.053100,2.249200
2009-12-22,1.152900,1.447000,1.795800,1.750900,1.821500,1.904000,2.053900,2.249200
2009-12-23,1.155400,1.408600,1.785000,1.764400,1.826400,1.905300,2.055200,2.249700
2009-12-24,1.155400,1.390000,1.777900,1.770700,1.829200,1.906900,2.055900,2.250000
2009-12-25,1.150000,1.435800,1.833300,1.786500,1.828400,1.907700,2.057600,2.250100
2009-12-28,1.152900,1.536700,1.810800,1.793800,1.830500,1.908400,2.059000,2.250100
2009-12-29,1.149200,1.578800,1.799200,1.797500,1.831800,1.909500,2.059900,2.250200
2009-12-30,1.148800,1.580800,1.765000,1.799000,1.832400,1.909800,2.059900,2.250200
2009-12-31,1.146700,1.565000,1.682500,1.794500,1.831900,1.910000,2.060000,2.250200
2010-01-04,1.117500,1.422500,1.665000,1.772800,1.831200,1.910000,2.060000,2.250200
2010-01-05,1.115000,1.400400,1.602300,1.758000,1.829800,1.910900,2.060000,2.250100
2010-01-06,1.118300,1.400200,1.569600,1.751300,1.828800,1.911600,2.060000,2.250100
2010-01-07,1.079700,1.394200,1.496800,1.744400,1.832100,1.915500,2.063400,2.255100
2010-01-08,1.060800,1.399300,1.460800,1.746300,1.836900,1.920300,2.067900,2.259400
2010-01-11,1.047100,1.369600,1.421700,1.740100,1.840300,1.923200,2.071900,2.262900
2010-01-12,1.033600,1.435400,1.429200,1.739200,1.843900,1.928000,2.077900,2.268200
2010-01-13,1.085400,1.395000,1.416700,1.742600,1.852200,1.938400,2.088600,2.280200
2010-01-14,1.047500,1.447500,1.425400,1.744800,1.858400,1.942100,2.092500,2.286900
2010-01-15,1.028300,1.415000,1.421300,1.742600,1.864900,1.947400,2.097000,2.291600
2010-01-18,1.027100,1.404200,1.414300,1.737100,1.867400,1.953400,2.100100,2.296000
2010-01-19,1.027100,1.361300,1.418500,1.736800,1.872300,1.959200,2.107300,2.302700
2010-01-20,1.027500,1.457900,1.522100,1.737500,1.875000,1.963800,2.113500,2.312000
2010-01-21,1.028300,1.412500,1.518300,1.739700,1.881900,1.968400,2.120200,2.317600
2010-01-22,1.042300,1.481300,1.527400,1.739600,1.886600,1.971700,2.125000,2.321300
2010-01-25,1.187900,1.389200,1.508200,1.743100,1.889000,1.972800,2.127800,2.323800
2010-01-26,1.195800,1.539600,1.540400,1.746700,1.893000,1.974600,2.130600,2.326100
2010-01-27,1.315000,1.548300,1.646000,1.756300,1.896300,1.978700,2.133500,2.328600
2010-01-28,1.358800,1.850800,1.865000,1.807400,1.901700,1.982100,2.138100,2.331100
2010-01-29,1.359200,1.854200,1.863300,1.812900,1.904800,1.986700,2.140300,2.332600
2010-02-01,1.354600,1.820800,1.870000,1.831100,1.907400,1.988700,2.142100,2.333200
2010-02-02,1.357500,1.789200,1.805800,1.842100,1.907400,1.986600,2.143300,2.333900
2010-02-03,1.356700,1.770000,1.790400,1.851100,1.908100,1.986200,2.144200,2.333600
2010-02-04,1.357500,1.779200,1.785000,1.850300,1.906100,1.986000,2.143300,2.334000
2010-02-05,1.358300,1.729200,1.770700,1.854500,1.905100,1.985900,2.142500,2.334800
2010-02-08,1.356700,1.815800,1.802900,1.853900,1.905500,1.985900,2.142800,2.335900
2010-02-09,1.405000,1.894200,1.906700,1.881000,1.912800,1.986000,2.143100,2.337000
2010-02-10,1.499200,1.835800,1.945000,1.897500,1.920300,1.986500,2.143300,2.337800
2010-02-11,2.496700,2.720800,2.571900,2.065000,1.930500,2.002600,2.148500,2.344500
2010-02-12,2.253800,2.483300,2.149200,2.010600,1.928000,2.002700,2.149000,2.347300
2010-02-20,1.985800,2.110400,2.039000,2.014200,1.932700,2.009200,2.151700,2.351000
2010-02-21,1.481500,1.505800,1.625900,1.919100,1.937500,2.021000,2.150800,2.349200
2010-02-22,1.431300,1.475800,1.502500,1.867900,1.936500,2.023800,2.151300,2.349700
2010-02-23,1.432100,1.599600,1.522200,1.856900,1.935100,2.018900,2.151300,2.348900
2010-02-24,1.437500,1.650000,1.528900,1.856900,1.939400,2.016600,2.151200,2.349600
2010-02-25,1.452100,1.682900,1.689200,1.853300,1.942100,2.015600,2.152200,2.350000
2010-02-26,1.431500,1.664200,1.675800,1.856100,1.944300,2.015300,2.153100,2.350100
2010-03-01,1.429500,1.650800,1.648300,1.844000,1.943600,2.013800,2.154900,2.351000
2010-03-02,1.424200,1.718000,1.645800,1.835800,1.946700,2.015400,2.156200,2.351800
2010-03-03,1.407500,1.738800,1.671700,1.834100,1.945500,2.016900,2.156700,2.352200
2010-03-04,1.401700,1.678300,1.736400,1.836300,1.946500,2.017200,2.157900,2.352500
2010-03-05,1.384200,1.687900,1.743200,1.836100,1.946100,2.016900,2.158000,2.352400
2010-03-08,1.378500,1.639200,1.735800,1.841900,1.943300,2.016700,2.157300,2.352100
2010-03-09,1.366300,1.664200,1.723300,1.837900,1.945300,2.021100,2.157100,2.352000
2010-03-10,1.359200,1.705800,1.715300,1.834000,1.943600,2.019800,2.157600,2.352000
2010-03-11,1.356300,1.684600,1.692000,1.829900,1.941900,2.018500,2.157900,2.352100
2010-03-12,1.344600,1.660800,1.681100,1.818900,1.941600,2.017400,2.158100,2.352400
2010-03-15,1.337500,1.650000,1.656800,1.801900,1.940700,2.016000,2.157300,2.352000
2010-03-16,1.335400,1.631300,1.666000,1.792700,1.940500,2.020500,2.157600,2.352100
2010-03-17,1.327500,1.641700,1.649300,1.787900,1.940600,2.019700,2.157500,2.352100
2010-03-18,1.324600,1.642500,1.649700,1.783600,1.943000,2.019300,2.158100,2.352600
2010-03-19,1.323800,1.625000,1.636600,1.779200,1.942000,2.018300,2.158000,2.352500
2010-03-22,1.316300,1.593300,1.611300,1.775300,1.941000,2.017800,2.158800,2.353000
2010-03-23,1.314600,1.583200,1.627900,1.768200,1.941300,2.013600,2.158700,2.353500
2010-03-24,1.313300,1.566700,1.640400,1.765200,1.941500,2.013400,2.158500,2.353000
2010-03-25,1.308300,1.559600,1.669200,1.762900,1.940800,2.012300,2.158300,2.352800
2010-03-26,1.304200,1.558600,1.680400,1.760300,1.940500,2.013300,2.158200,2.352500
2010-03-29,1.302500,1.549900,1.665100,1.753200,1.943000,2.015400,2.158200,2.353300
2010-03-30,1.294600,1.629700,1.659400,1.746100,1.940800,2.013100,2.158200,2.352600
2010-03-31,1.338800,1.600000,1.658300,1.740300,1.941900,2.012300,2.157300,2.352500
2010-04-01,1.304500,1.573300,1.629000,1.737500,1.939400,2.011800,2.156500,2.352500
2010-04-02,1.312500,1.575800,1.616500,1.740200,1.937800,2.012400,2.156100,2.352300
2010-04-06,1.309600,1.591700,1.615400,1.739200,1.939500,2.014800,2.156900,2.352200
2010-04-07,1.297100,1.663300,1.642100,1.744200,1.940900,2.021500,2.158100,2.355600
2010-04-08,1.292500,1.680000,1.650000,1.747100,1.940100,2.026000,2.159600,2.358300
2010-04-09,1.291300,1.674200,1.650800,1.747500,1.938800,2.030400,2.160500,2.359500
2010-04-12,1.284200,1.645800,1.646900,1.747100,1.939200,2.032000,2.161500,2.360700
2010-04-13,1.283300,1.669600,1.681400,1.746800,1.939600,2.033300,2.161900,2.361000
2010-04-14,1.283800,1.645400,1.681800,1.747400,1.939200,2.034000,2.162900,2.361900
2010-04-15,1.281300,1.672500,1.680000,1.747800,1.940000,2.035600,2.163900,2.362400
2010-04-16,1.287400,1.663800,1.672500,1.746300,1.941800,2.036700,2.164800,2.363200
2010-04-19,1.287500,1.609900,1.653600,1.746400,1.941300,2.036800,2.165600,2.363300
2010-04-20,1.289600,1.636900,1.656900,1.745900,1.941200,2.035900,2.165900,2.361900
2010-04-21,1.291700,1.663300,1.664400,1.743800,1.942000,2.035100,2.165500,2.361500
2010-04-22,1.293300,1.639600,1.654600,1.740600,1.938000,2.036500,2.164300,2.363600
2010-04-23,1.288800,1.671500,1.658600,1.742600,1.938400,2.038000,2.166000,2.365000
2010-04-26,1.289600,1.647100,1.652800,1.747300,1.937600,2.038400,2.164900,2.365600
2010-04-27,1.331900,1.638300,1.648800,1.746500,1.937300,2.037400,2.164000,2.365500
2010-04-28,1.342500,1.619600,1.644600,1.747200,1.936400,2.037900,2.163600,2.365500
2010-04-29,1.352900,1.602500,1.637100,1.747400,1.939400,2.040000,2.163500,2.366400
2010-04-30,1.397300,1.607900,1.647900,1.756200,1.939800,2.040200,2.163400,2.366500
2010-05-04,1.397900,1.601700,1.685800,1.761400,1.941000,2.040600,2.163200,2.366800
2010-05-05,1.409300,1.648300,1.672500,1.766800,1.943300,2.041400,2.163200,2.367800
2010-05-06,1.408800,1.682100,1.685400,1.770400,1.946500,2.042600,2.163400,2.368200
2010-05-07,1.408800,1.703300,1.693800,1.778300,1.947900,2.043900,2.163300,2.367700
2010-05-10,1.505400,1.700000,1.705000,1.781700,1.948900,2.044500,2.164000,2.368400
2010-05-11,1.504200,1.704200,1.708000,1.788100,1.947800,2.045400,2.164100,2.370200
2010-05-12,1.500800,1.717500,1.710800,1.791800,1.945900,2.044700,2.164600,2.368000
2010-05-13,1.498300,1.727900,1.716800,1.793800,1.945900,2.044300,2.165100,2.368500
2010-05-14,1.500000,1.747000,1.734200,1.795400,1.946400,2.045100,2.167700,2.369500
2010-05-17,1.543300,1.734600,1.737500,1.798600,1.947700,2.045600,2.166800,2.369800
2010-05-18,1.543800,1.739200,1.735400,1.798800,1.951300,2.045300,2.166500,2.367700
2010-05-19,1.545400,1.768300,1.740000,1.801700,1.949700,2.044300,2.166700,2.369500
2010-05-20,1.550200,1.793300,1.777500,1.811300,1.950000,2.044300,2.166800,2.369800
2010-05-21,1.658800,1.805800,1.827500,1.871500,1.954200,2.045500,2.166900,2.367900
2010-05-24,1.742500,1.865000,1.870400,1.943000,1.965800,2.052700,2.176100,2.374900
2010-05-25,1.855000,1.926700,2.041900,2.048200,1.992300,2.060600,2.183800,2.381000
2010-05-26,2.159200,2.172100,2.152500,2.191700,2.038900,2.107900,2.217800,2.395800
2010-05-27,2.320000,2.416700,2.321100,2.311700,2.067700,2.134000,2.232000,2.401200
2010-05-28,2.210000,2.390000,2.502800,2.379200,2.092500,2.152700,2.247400,2.414000
2010-05-31,2.372500,2.503300,2.689200,2.496700,2.120100,2.177100,2.265800,2.423800
2010-06-01,2.740800,3.200800,3.045000,2.934800,2.188500,2.213400,2.297900,2.449800
2010-06-02,2.765400,3.279600,3.084200,3.053300,2.224000,2.244800,2.314700,2.457100
2010-06-03,2.751300,3.194600,3.132500,3.063300,2.258400,2.269900,2.332900,2.466900
2010-06-04,2.102400,2.207800,2.470800,2.969200,2.253600,2.278300,2.339800,2.474100
2010-06-07,1.704100,1.913600,2.227600,2.936700,2.252000,2.282000,2.342100,2.476700
2010-06-08,1.841300,2.196300,2.299200,2.967500,2.266900,2.294400,2.356300,2.482300
2010-06-09,1.845400,2.212900,2.322500,2.971700,2.280300,2.297500,2.362100,2.487400
2010-06-10,1.935000,2.472500,2.735000,3.010700,2.299400,2.304300,2.369600,2.493000
2010-06-11,1.978800,2.731700,2.823300,3.083300,2.312800,2.316000,2.376000,2.499700
2010-06-12,2.205300,2.773300,2.924800,3.162800,2.332700,2.321800,2.382300,2.502300
2010-06-13,2.189200,2.685800,2.890800,3.184000,2.357000,2.333300,2.396400,2.518800
2010-06-17,2.180000,2.617500,2.719200,3.223300,2.371600,2.345300,2.405900,2.520100
2010-06-18,2.214200,2.688300,2.748300,3.356700,2.413700,2.358600,2.415600,2.526100
2010-06-21,2.229200,2.646700,2.990000,3.554200,2.462100,2.376200,2.427700,2.532600
2010-06-22,2.246300,2.825700,2.944200,3.760000,2.521500,2.403800,2.444100,2.543600
2010-06-23,2.240800,2.708300,2.921700,3.879600,2.562200,2.419500,2.453400,2.549700
2010-06-24,2.306700,2.870800,3.185000,3.994200,2.603300,2.432300,2.468100,2.557400
2010-06-25,2.293300,3.145800,3.194200,4.052500,2.625900,2.444400,2.483900,2.567600
2010-06-28,2.288300,2.819200,3.283300,3.907500,2.628800,2.462900,2.510400,2.599700
2010-06-29,2.278500,2.870200,3.301800,3.890400,2.638000,2.477700,2.525700,2.612300
2010-06-30,2.268300,2.619200,3.341700,3.883000,2.630800,2.488000,2.535200,2.618300
2010-07-01,2.249200,2.654200,3.109200,3.509200,2.626100,2.487500,2.533400,2.613800
2010-07-02,2.194200,2.607900,2.922500,3.348300,2.621000,2.486900,2.533300,2.608200
2010-07-05,2.165000,2.583800,2.750800,3.153300,2.612600,2.483700,2.533600,2.605900
2010-07-06,2.156700,2.676700,2.704300,2.980800,2.614900,2.488800,2.537800,2.608100
2010-07-07,2.129100,2.448500,2.685800,2.820000,2.606900,2.483900,2.534700,2.603300
2010-07-08,1.984200,2.423300,2.637100,2.715000,2.597800,2.479900,2.532100,2.601100
2010-07-09,1.720600,2.291800,2.513800,2.621400,2.594400,2.504700,2.544000,2.613600
2010-07-12,1.691600,2.066700,2.350000,2.595000,2.597800,2.505700,2.546500,2.618300
2010-07-13,1.647900,1.989200,2.100800,2.529600,2.595300,2.507000,2.548200,2.619200
2010-07-14,1.518600,1.796600,1.890200,2.462400,2.590500,2.504700,2.546400,2.618700
2010-07-15,1.460800,1.862100,1.875000,2.393600,2.584900,2.508300,2.547000,2.616100
2010-07-16,1.443300,1.860000,1.900400,2.375000,2.581400,2.511300,2.547500,2.615800
2010-07-19,1.444200,1.850000,1.919200,2.415800,2.570900,2.514300,2.547600,2.614000
2010-07-20,1.476300,1.819200,1.918200,2.400800,2.569200,2.516000,2.547600,2.613800
2010-07-21,1.472900,1.845800,1.888800,2.335800,2.548300,2.515800,2.547600,2.614500
2010-07-22,1.448300,1.716700,1.873900,2.300800,2.529800,2.523100,2.548600,2.613800
2010-07-23,1.427500,1.780800,1.864100,2.257500,2.516500,2.523400,2.549700,2.615400
2010-07-26,1.467900,1.730000,1.862500,2.249200,2.503900,2.526600,2.548000,2.614900
2010-07-27,1.440400,1.734600,1.826300,2.227500,2.476800,2.517900,2.546500,2.614700
2010-07-28,1.443300,1.685000,1.820000,2.190600,2.464700,2.511700,2.542500,2.613800
2010-07-29,1.444600,1.688300,1.831300,2.175000,2.460900,2.508500,2.541600,2.612600
2010-07-30,1.469600,1.682500,1.807100,2.157500,2.447500,2.505700,2.546900,2.612900
2010-08-02,1.469600,1.642500,1.825000,2.152500,2.446800,2.505300,2.544200,2.613000
2010-08-03,1.467500,1.679200,1.750000,2.129200,2.444700,2.504300,2.543300,2.612300
2010-08-04,1.472900,1.630600,1.695000,2.117100,2.443000,2.504100,2.543500,2.612100
2010-08-05,1.472500,1.687500,1.720000,2.109200,2.447300,2.507000,2.545200,2.612200
2010-08-06,1.469200,1.700400,1.717500,2.112900,2.452800,2.509400,2.546900,2.613000
2010-08-09,1.465800,1.691700,1.714200,2.110800,2.455700,2.512300,2.550900,2.614000
2010-08-10,1.465800,1.731700,1.732800,2.115800,2.462500,2.515200,2.553600,2.613900
2010-08-11,1.468800,1.706800,1.740400,2.140400,2.467400,2.519100,2.558400,2.615800
2010-08-12,1.472900,1.726300,1.742100,2.129200,2.464600,2.516500,2.557700,2.616600
2010-08-13,1.472900,1.734800,1.743800,2.135800,2.465100,2.514800,2.557000,2.617300
2010-08-16,1.471700,1.770000,1.783500,2.137600,2.466300,2.517900,2.558700,2.619200
2010-08-17,1.471700,1.787500,1.794300,2.146200,2.468700,2.519700,2.559400,2.620400
2010-08-18,1.494600,1.772500,1.795900,2.147900,2.467100,2.521800,2.559200,2.620500
2010-08-19,1.520400,1.741800,1.800800,2.150800,2.467300,2.523800,2.559900,2.622700
2010-08-20,1.537900,1.744800,1.802100,2.145200,2.467200,2.522400,2.559000,2.623500
2010-08-23,1.496700,1.728800,1.802500,2.138300,2.465400,2.521800,2.560000,2.624100
2010-08-24,1.517100,1.750000,1.834600,2.140000,2.468600,2.523200,2.561400,2.624300
2010-08-25,1.541700,1.766100,1.856000,2.142500,2.468800,2.523600,2.561400,2.623800
2010-08-26,1.631700,1.832100,1.991700,2.160800,2.472300,2.526900,2.564500,2.627600
2010-08-27,1.956300,2.214200,2.301700,2.363600,2.489600,2.534800,2.569800,2.633600
2010-08-30,2.053300,2.285000,2.625800,2.590800,2.503500,2.542300,2.576800,2.641700
2010-08-31,2.320000,2.948900,3.065800,2.843300,2.512000,2.547000,2.580700,2.645500
2010-09-01,2.535000,2.985600,3.030000,2.901700,2.515100,2.546900,2.584300,2.645600
2010-09-02,1.980600,2.483600,2.573300,2.801700,2.512700,2.545200,2.580600,2.644300
2010-09-03,1.979200,2.337500,2.512500,2.750000,2.514400,2.544800,2.579600,2.642400
2010-09-06,1.972900,2.245600,2.441500,2.622500,2.528600,2.545500,2.580300,2.644100
2010-09-07,1.840000,2.255800,2.450800,2.596700,2.531900,2.547300,2.580800,2.644900
2010-09-08,1.705400,2.233300,2.302500,2.579200,2.535800,2.547300,2.581000,2.645100
2010-09-09,1.638300,2.286500,2.301000,2.562600,2.538000,2.547700,2.581100,2.645100
2010-09-10,1.558300,2.278200,2.300700,2.624200,2.538800,2.550200,2.582400,2.646300
2010-09-13,1.496300,2.400800,2.600000,2.839200,2.541800,2.555600,2.590600,2.649500
2010-09-14,1.598800,2.386300,2.612300,3.093300,2.551200,2.558900,2.591700,2.652000
2010-09-15,1.669600,2.236400,2.681300,3.266100,2.560800,2.563800,2.594400,2.653600
2010-09-16,1.658800,2.527500,2.519400,3.315800,2.565700,2.568700,2.596700,2.655500
2010-09-17,1.520400,2.035000,2.703300,3.362900,2.567700,2.570700,2.599200,2.658000
2010-09-19,1.453000,1.994800,2.795000,3.270800,2.564400,2.572400,2.601300,2.659200
2010-09-20,1.644600,2.243300,2.845700,3.234200,2.568900,2.575700,2.603700,2.659700
2010-09-21,1.806900,2.313300,2.980000,3.439200,2.573200,2.578600,2.605300,2.661100
2010-09-25,1.897100,2.250900,3.010300,3.459200,2.574900,2.583400,2.608000,2.665200
2010-09-26,1.773500,2.896700,3.251600,3.551700,2.586300,2.587500,2.612200,2.670000
2010-09-27,1.712300,2.442400,2.955700,3.625800,2.597200,2.593300,2.618300,2.671100
2010-09-28,1.781400,2.550200,2.954600,3.728300,2.604600,2.601200,2.622000,2.673600
2010-09-29,1.746600,2.690000,3.355800,3.759200,2.609200,2.603600,2.625400,2.675500
2010-09-30,2.597500,2.840800,3.159800,3.506700,2.611300,2.609000,2.633100,2.679300
2010-10-08,1.732500,2.692500,2.934200,3.075000,2.616400,2.608800,2.630700,2.678100
2010-10-09,1.729900,1.912900,2.015800,2.846400,2.616900,2.609800,2.631300,2.677600
2010-10-11,1.668300,1.956300,2.043300,2.763100,2.621500,2.613500,2.635700,2.678500
2010-10-12,1.637500,1.902500,2.043800,2.639000,2.636200,2.617600,2.639900,2.681100
2010-10-13,1.635800,1.912500,2.066700,2.545000,2.640600,2.623200,2.644700,2.683100
2010-10-14,1.618700,1.938300,2.079600,2.458300,2.644200,2.627200,2.650000,2.684300
2010-10-15,1.592500,1.934200,1.960800,2.440000,2.650600,2.631400,2.653600,2.684700
2010-10-18,1.594600,1.942100,1.951000,2.475800,2.652800,2.631700,2.654500,2.684700
2010-10-19,1.592900,1.911300,1.950200,2.535400,2.653300,2.633900,2.658400,2.685500
2010-10-20,1.595800,1.961700,1.974200,2.646700,2.733100,2.727200,2.753800,2.794600
2010-10-21,1.591300,1.934200,1.961700,2.665400,2.764300,2.765000,2.793700,2.839200
2010-10-22,1.590400,1.935800,2.002100,2.663500,2.789300,2.789500,2.819300,2.864400
2010-10-25,1.582900,1.947500,2.001700,2.613600,2.803400,2.812900,2.838600,2.883900
2010-10-26,1.528300,1.950000,2.011300,2.618500,2.811500,2.824900,2.849600,2.893900
2010-10-27,1.523300,2.033300,2.055800,2.642900,2.816500,2.836200,2.861700,2.906600
2010-10-28,1.523800,2.025600,2.046300,2.647100,2.826500,2.845000,2.871600,2.914200
2010-10-29,1.584200,2.021100,2.044300,2.656400,2.830200,2.856200,2.882000,2.921200
2010-11-01,1.583300,1.996300,2.034200,2.657100,2.834400,2.860900,2.887700,2.925700
2010-11-02,1.578800,1.820400,2.003800,2.651000,2.839100,2.865400,2.891000,2.931000
2010-11-03,1.573800,1.818300,1.959600,2.649200,2.841200,2.865600,2.894100,2.933900
2010-11-04,1.559200,1.821000,1.952300,2.649800,2.844800,2.867100,2.896400,2.934700
2010-11-05,1.532500,1.603800,1.927500,2.632900,2.845200,2.866200,2.897400,2.934800
2010-11-08,1.528800,1.634000,1.910800,2.623800,2.847000,2.869000,2.898200,2.938900
2010-11-09,1.520800,1.639600,1.874900,2.625300,2.857500,2.876800,2.904400,2.943000
2010-11-10,1.518800,1.634400,1.833200,2.592100,2.865000,2.879800,2.906800,2.945800
2010-11-11,1.520000,1.673300,1.931300,2.605800,2.872700,2.892800,2.921000,2.956800
2010-11-12,1.525800,1.690800,1.934800,2.616700,2.881700,2.903700,2.932400,2.966300
2010-11-15,1.592100,1.783200,1.965200,2.630000,2.887000,2.908200,2.938100,2.972500
2010-11-16,1.650800,1.744500,2.000800,2.635200,2.890700,2.912100,2.941100,2.975800
2010-11-17,1.729200,1.915000,2.100000,2.632200,2.892200,2.913300,2.941800,2.976200
2010-11-18,1.802900,1.994600,2.200000,2.645500,2.895600,2.914500,2.941800,2.976500
2010-11-19,1.818800,2.070000,2.202500,2.678000,2.899600,2.919600,2.946600,2.979800
2010-11-22,1.960000,2.149200,2.223300,2.877200,2.917400,2.936500,2.961900,2.991600
2010-11-23,1.981500,2.219300,2.380800,3.018900,2.968800,2.955200,2.978000,3.010300
2010-11-24,1.905500,2.326300,2.605400,3.265800,3.012700,2.971100,2.995000,3.024100
2010-11-25,1.891300,2.479200,2.985000,3.438300,3.070700,2.990000,3.008200,3.036700
2010-11-26,1.892500,2.711700,3.061700,3.501700,3.136700,3.012900,3.030900,3.061800
2010-11-29,1.921700,2.671700,3.510000,3.596300,3.192500,3.030000,3.049400,3.078600
2010-11-30,2.130000,3.326300,3.720000,3.710000,3.249800,3.049700,3.069000,3.096700
2010-12-01,2.230000,3.345800,3.714800,3.895000,3.286500,3.064400,3.082700,3.110300
2010-12-02,2.237200,3.347100,3.733300,3.815000,3.327400,3.079200,3.094900,3.123700
2010-12-03,1.998200,3.332500,3.699200,3.816300,3.345300,3.086400,3.106200,3.138100
2010-12-06,1.880000,3.087100,3.375300,3.765500,3.374000,3.091900,3.113900,3.144900
2010-12-07,1.985800,2.207800,3.346700,3.593800,3.394000,3.099000,3.121200,3.151000
2010-12-08,2.097900,2.502900,3.295300,3.762500,3.420000,3.107200,3.130400,3.156800
2010-12-09,2.009200,2.488900,3.335200,3.752500,3.529200,3.114100,3.140700,3.164600
2010-12-10,2.010800,2.493300,3.273300,3.845000,3.632000,3.123300,3.152300,3.174300
2010-12-13,2.006700,2.552700,3.260800,3.812900,3.666000,3.132500,3.159700,3.181500
2010-12-14,1.998500,3.295800,3.418300,3.959200,3.720500,3.142800,3.169300,3.190500
2010-12-15,2.015800,3.615800,3.597500,4.097500,3.815800,3.157200,3.187100,3.206200
