date,shiborON,shibor1W,shibor2W,shibor1M,shibor3M,shibor6M,shibor9M,shibor1Y
2006-10-08,2.118400,2.293000,2.384800,2.531900,2.611000,2.740400,2.852100,2.954300
2006-10-09,2.099000,2.296000,2.397200,2.552200,2.624800,2.743100,2.851400,2.954900
2006-10-10,2.092200,2.297100,2.423600,2.573900,2.632500,2.745400,2.854400,2.953100
2006-10-11,2.095500,2.293200,2.493000,2.586400,2.633800,2.747500,2.854700,2.955900
2006-10-12,2.094300,2.290400,2.524000,2.590000,2.638000,2.747000,2.857000,2.955000
2006-10-13,2.088900,2.291900,2.557100,2.604500,2.642000,2.746500,2.857200,2.954300
2006-10-16,2.080100,2.314400,2.555300,2.610500,2.645900,2.748200,2.856600,2.954600
2006-10-17,2.074600,2.379000,2.549100,2.613200,2.648400,2.748600,2.857000,2.955000
2006-10-18,2.072300,2.462800,2.554900,2.615900,2.648300,2.748800,2.856700,2.956000
2006-10-19,2.066700,2.492200,2.558000,2.616300,2.648300,2.748500,2.856500,2.955600
2006-10-20,2.066500,2.490100,2.557400,2.616700,2.648200,2.748500,2.856300,2.955300
2006-10-23,2.057300,2.477500,2.552800,2.616600,2.648000,2.748300,2.856100,2.955200
2006-10-24,2.056900,2.478200,2.549200,2.616500,2.648100,2.748300,2.856100,2.955200
2006-10-25,2.059200,2.432200,2.548400,2.616300,2.648000,2.748300,2.856100,2.955200
2006-10-26,2.117000,2.388700,2.546000,2.616400,2.647900,2.748300,2.856100,2.955200
2006-10-27,2.156800,2.369600,2.543900,2.616800,2.647900,2.748300,2.856100,2.955600
2006-10-30,2.160000,2.393100,2.546000,2.616700,2.647900,2.748300,2.856100,2.955400
2006-10-31,2.188500,2.451400,2.553700,2.616700,2.647900,2.748300,2.856200,2.955400
2006-11-01,2.202300,2.480300,2.560800,2.616900,2.647900,2.749000,2.856200,2.955400
2006-11-02,2.205700,2.488000,2.566400,2.616900,2.647900,2.748700,2.856200,2.955400
2006-11-03,2.205500,2.452700,2.589400,2.617500,2.647900,2.748600,2.856200,2.955400
2006-11-06,2.231200,2.575100,2.629100,2.638300,2.655700,2.752800,2.859000,2.956600
2006-11-07,2.302300,2.693100,2.767900,2.703500,2.683000,2.764100,2.863000,2.957700
2006-11-08,2.426400,2.844300,2.829400,2.775500,2.708200,2.767700,2.866300,2.959700
2006-11-09,2.517700,2.940500,3.087900,2.950700,2.723600,2.777500,2.869800,2.962200
2006-11-10,2.619800,3.197500,3.198200,3.083600,2.740100,2.788900,2.872900,2.965200
2006-11-13,2.807100,3.240900,3.345700,3.179400,2.755100,2.799000,2.877500,2.970200
2006-11-14,3.607400,3.639500,3.780400,3.233500,2.770700,2.808700,2.884900,2.977200
2006-11-15,3.535500,3.692900,3.749000,3.234200,2.775000,2.816500,2.889600,2.980900
2006-11-16,3.229200,3.534300,3.720000,3.260100,2.776400,2.820700,2.893100,2.983100
2006-11-17,3.191800,3.825800,3.732800,3.258300,2.777400,2.825500,2.896400,2.984800
2006-11-20,3.264500,3.940900,4.049700,3.308600,2.782500,2.831000,2.900100,2.986000
2006-11-21,3.428900,4.001600,4.052200,3.387400,2.789500,2.835900,2.907500,2.991200
2006-11-22,3.515800,3.709100,4.011700,3.415500,2.791600,2.837400,2.908700,2.993900
2006-11-23,3.539900,3.716500,4.007300,3.365100,2.795200,2.839800,2.910300,2.995500
2006-11-24,3.510100,3.886100,3.990500,3.314000,2.802800,2.846200,2.913300,2.996800
2006-11-27,3.205000,3.174700,3.446500,3.244800,2.801800,2.846300,2.916200,2.997600
2006-11-28,2.774400,3.072800,3.318600,3.135600,2.802300,2.846700,2.918700,2.998400
2006-11-29,2.554700,2.513700,2.884200,3.125900,2.803800,2.847300,2.919900,2.999200
2006-11-30,2.416100,2.427000,2.748700,3.084700,2.805400,2.848400,2.921100,2.999600
2006-12-01,2.337000,2.385100,2.635900,3.016000,2.808600,2.849500,2.921200,2.999800
2006-12-04,2.180300,2.354300,2.651900,2.838000,2.809000,2.851600,2.922800,3.000100
2006-12-05,2.109500,2.316500,2.525200,2.754000,2.809600,2.853500,2.923900,3.000600
2006-12-06,2.064000,2.295900,2.467400,2.729100,2.809300,2.854500,2.924700,3.000800
2006-12-07,2.006300,2.264300,2.400700,2.714100,2.809400,2.856300,2.925900,3.000800
2006-12-08,1.991900,2.246300,2.388200,2.665600,2.809600,2.857900,2.926600,3.001000
2006-12-11,1.991400,2.242400,2.367000,2.627000,2.808900,2.859800,2.927600,3.001200
2006-12-12,1.918100,2.210100,2.361000,2.590000,2.808000,2.860400,2.928200,3.001300
2006-12-13,1.893100,2.228300,2.361800,2.580900,2.808000,2.860900,2.928600,3.001300
2006-12-14,1.858900,2.062700,2.346400,2.572300,2.807900,2.861200,2.928900,3.001400
2006-12-15,1.777700,2.048600,2.337300,2.576700,2.807300,2.861500,2.929100,3.001500
2006-12-18,1.724700,2.024800,2.312300,2.571700,2.807600,2.862500,2.929400,3.001600
2006-12-19,1.656600,2.022200,2.325600,2.569900,2.807200,2.864400,2.929700,3.001700
2006-12-20,1.613000,1.978900,2.404000,2.569600,2.806600,2.865800,2.929800,3.001700
2006-12-21,1.601500,1.901600,2.358300,2.570300,2.806900,2.866900,2.929900,3.001800
2006-12-22,1.631100,2.052000,2.330000,2.573000,2.807000,2.867400,2.929900,3.001900
2006-12-25,1.612300,2.289600,2.400300,2.571200,2.807200,2.867400,2.930000,3.001900
2006-12-26,1.643100,2.284100,2.484600,2.567200,2.807300,2.867800,2.930000,3.002000
2006-12-27,1.718500,2.278500,2.481700,2.580200,2.807600,2.868000,2.930000,3.002000
2006-12-28,1.710700,2.075300,2.377300,2.583200,2.807900,2.868100,2.930100,3.002000
2006-12-29,1.720300,1.964100,2.223600,2.585200,2.808000,2.868200,2.930100,3.002000
2006-12-30,1.565100,1.918200,2.074400,2.584800,2.808100,2.868300,2.930100,3.002100
2006-12-31,1.567500,1.632100,1.975300,2.583300,2.808200,2.868500,2.930100,3.002100
2007-01-04,1.431000,1.523800,2.166700,2.577400,2.807700,2.868500,2.930600,3.002200
2007-01-05,1.404700,1.505700,2.049200,2.571700,2.807900,2.868600,2.930500,3.002300
2007-01-08,1.372100,1.452400,2.030300,2.558800,2.808000,2.868700,2.930600,3.002300
2007-01-09,1.354600,1.440500,1.978100,2.557200,2.808300,2.868700,2.930700,3.002400
2007-01-10,1.351900,1.426200,1.931200,2.546300,2.808200,2.868800,2.930800,3.002500
2007-01-11,1.334400,1.412200,1.901800,2.534300,2.808100,2.868800,2.930800,3.002400
2007-01-12,1.305100,1.404700,1.778400,2.525400,2.807900,2.868800,2.930800,3.002400
2007-01-15,1.299700,1.380000,1.750000,2.520700,2.807800,2.868900,2.930900,3.002400
2007-01-16,1.280900,1.373300,1.666800,2.516800,2.807900,2.868900,2.930900,3.002400
2007-01-17,1.317100,1.498600,1.773200,2.516700,2.807900,2.868900,2.931100,3.002400
2007-01-18,1.423600,1.504800,1.993600,2.517100,2.808000,2.869000,2.931200,3.002400
2007-01-19,1.412600,1.548500,2.061100,2.517300,2.808000,2.869100,2.931300,3.002400
2007-01-22,1.419700,1.772600,2.115700,2.518000,2.808100,2.869200,2.931400,3.002400
2007-01-23,1.597200,1.964800,2.140200,2.518000,2.808100,2.869200,2.931400,3.002400
2007-01-24,1.707900,2.006100,2.169900,2.518400,2.808200,2.869300,2.931500,3.002400
2007-01-25,1.754100,2.015900,2.182200,2.518500,2.808200,2.869400,2.931600,3.002500
2007-01-26,1.788900,2.070300,2.200900,2.518600,2.808200,2.869400,2.931700,3.002500
2007-01-29,1.783000,2.103000,2.196300,2.519400,2.808200,2.869500,2.931700,3.002500
2007-01-30,1.783800,2.102200,2.183900,2.519500,2.808300,2.869600,2.931800,3.002500
2007-01-31,1.778000,2.091900,2.169500,2.519600,2.808300,2.869600,2.931900,3.002500
2007-02-01,1.760200,2.081700,2.249800,2.523600,2.808300,2.869700,2.931900,3.002500
2007-02-02,1.754900,1.991600,2.334100,2.528600,2.808300,2.869700,2.931900,3.002500
2007-02-05,1.759300,2.071800,2.622500,2.665200,2.808400,2.869700,2.932000,3.002500
2007-02-06,1.784800,2.174500,2.991000,2.840500,2.808500,2.869800,2.932000,3.002500
2007-02-07,1.839200,2.537600,3.334300,3.086200,2.815300,2.869800,2.932100,3.002500
2007-02-08,1.898300,3.524400,3.521300,3.266000,2.820400,2.869900,2.932100,3.002500
2007-02-09,2.785100,4.148500,3.878900,3.617500,2.843300,2.870000,2.932200,3.002500
2007-02-12,4.001600,4.469200,4.341000,4.049100,2.875700,2.870300,2.932400,3.002600
2007-02-13,3.368500,3.462200,3.803400,4.008900,2.874500,2.871900,2.932500,3.002600
2007-02-14,4.017400,3.996400,3.870900,3.956600,2.877200,2.871900,2.932600,3.002700
2007-02-15,3.093400,3.481700,3.149500,3.162000,2.879200,2.872100,2.932600,3.002700
2007-02-16,1.994000,2.151300,2.066800,2.807600,2.872700,2.872700,2.932600,3.002700
2007-02-17,1.514300,1.513300,1.844300,2.655700,2.865000,2.873000,2.932700,3.002700
2007-02-25,1.814700,2.910200,3.029700,2.703600,2.865400,2.872900,2.932700,3.002800
2007-02-26,1.792000,2.666200,2.905300,2.696400,2.863700,2.872900,2.932800,3.002800
2007-02-27,1.692800,2.531300,2.744800,2.689100,2.861600,2.872900,2.932800,3.002800
2007-02-28,1.652600,1.991900,2.149600,2.532600,2.853900,2.872800,2.932700,3.002800
2007-03-01,1.590300,1.758400,1.917800,2.462400,2.846800,2.872600,2.932600,3.002800
2007-03-02,1.519400,1.683800,1.798100,2.422500,2.839400,2.872200,2.932500,3.002800
2007-03-05,1.499900,1.667600,1.761800,2.307300,2.833200,2.872100,2.932400,3.002800
2007-03-06,1.468300,1.614500,1.749300,2.256100,2.829200,2.871900,2.932300,3.002800
2007-03-07,1.437500,1.549800,1.747800,2.260000,2.824700,2.871900,2.932300,3.002800
2007-03-08,1.415300,1.531600,1.753900,2.261500,2.823100,2.871900,2.932200,3.002800
2007-03-09,1.395200,1.495600,1.755300,2.261600,2.821700,2.871900,2.932200,3.002800
2007-03-12,1.380000,1.477000,1.657800,2.258700,2.821500,2.871900,2.932200,3.002800
2007-03-13,1.364300,1.460500,1.736400,2.249800,2.821100,2.871900,2.934500,3.015100
2007-03-14,1.353500,1.441900,1.756000,2.227000,2.820300,2.872000,2.937100,3.030200
2007-03-15,1.351300,1.442600,1.764500,2.230200,2.821000,2.872200,2.939700,3.045500
2007-03-16,1.408800,1.516400,1.812500,2.250300,2.821400,2.872800,2.941700,3.053300
2007-03-19,1.531300,1.664700,1.964300,2.338100,2.833500,2.889500,2.961100,3.079000
2007-03-20,1.555100,1.703300,1.956200,2.389600,2.835700,2.900800,2.972800,3.096700
2007-03-21,1.607700,1.758400,1.999100,2.411000,2.840100,2.908800,2.980400,3.109600
2007-03-22,1.648700,1.806900,2.027400,2.421200,2.844700,2.916800,2.987600,3.120200
2007-03-23,1.687100,1.865000,2.019900,2.436500,2.848000,2.924700,2.992700,3.130400
2007-03-26,1.746600,1.948700,2.077600,2.458800,2.849900,2.931200,2.998100,3.138600
2007-03-27,1.739700,1.958200,2.144700,2.498300,2.854000,2.937500,3.005000,3.150400
2007-03-28,1.801600,1.965800,2.352600,2.581900,2.857400,2.939200,3.008900,3.158900
2007-03-29,1.803900,1.972900,2.466600,2.642700,2.859200,2.940300,3.012600,3.166500
2007-03-30,1.805700,1.970400,2.492300,2.680900,2.861000,2.944100,3.021500,3.178300
2007-04-02,1.801900,1.944200,2.425500,2.695500,2.864300,2.947100,3.023600,3.184100
2007-04-03,1.794500,1.947600,2.400000,2.707500,2.864300,2.950200,3.025700,3.188000
2007-04-04,1.793200,1.955300,2.427100,2.733300,2.865200,2.951900,3.028000,3.190000
2007-04-05,1.891300,1.992300,2.403200,2.755900,2.865600,2.952600,3.028800,3.190700
2007-04-06,1.995900,2.185400,2.469400,2.855200,2.869500,2.955400,3.032500,3.194300
2007-04-09,2.000400,2.295900,2.685400,2.922800,2.877900,2.958700,3.037000,3.197300
2007-04-10,2.011000,2.375100,2.976500,2.986300,2.882200,2.960600,3.041700,3.200300
2007-04-11,2.031000,2.368100,2.951700,3.040600,2.887300,2.964000,3.046100,3.203200
2007-04-12,2.031900,2.387900,3.047200,3.046500,2.889400,2.966200,3.050700,3.205100
2007-04-13,2.115300,2.490100,3.118500,3.081500,2.890400,2.966900,3.052600,3.205400
2007-04-16,2.459800,2.961200,3.556600,3.344400,2.893200,2.969300,3.055800,3.207100
2007-04-17,2.465000,2.954900,3.689700,3.467400,2.901600,2.971000,3.059100,3.209100
2007-04-18,2.476200,3.377300,3.803500,3.748900,2.904900,2.972200,3.060100,3.209700
2007-04-19,3.040300,4.070400,4.200200,4.197000,2.937900,2.979700,3.064400,3.212800
2007-04-20,3.356200,4.211300,4.387000,4.330000,2.953200,2.986500,3.068400,3.216300
2007-04-23,3.385700,4.471700,4.443100,4.401400,2.965100,2.987800,3.069700,3.219000
2007-04-24,3.501000,4.713800,4.631200,4.444300,2.972100,2.990500,3.071400,3.221300
2007-04-25,3.507100,4.725300,4.655700,4.353900,2.976000,2.992200,3.072200,3.223200
2007-04-26,3.019000,4.351900,4.143800,4.144100,2.973700,2.992500,3.072300,3.222500
2007-04-27,2.512900,3.672000,3.927300,3.885500,2.974500,2.992200,3.072200,3.221600
2007-04-28,1.980700,2.248300,2.492900,2.977900,2.968500,2.992100,3.070900,3.218000
2007-04-29,1.671000,2.086900,2.159700,2.734900,2.960100,2.989600,3.068700,3.215700
2007-04-30,1.630300,1.845900,2.012100,2.549800,2.957400,2.987900,3.066100,3.214700
2007-05-08,1.650700,1.797700,1.990500,2.650500,2.955000,2.986700,3.065200,3.214200
2007-05-09,1.677700,1.795700,2.016600,2.711400,2.953200,2.985600,3.064700,3.213700
2007-05-10,1.702100,1.872000,2.044000,2.770000,2.955300,2.986600,3.065100,3.215200
2007-05-11,1.903400,3.021500,2.479900,3.036500,2.959000,2.989200,3.066800,3.217200
2007-05-14,2.000800,3.198500,3.303800,3.176000,2.969900,2.989400,3.070200,3.218600
2007-05-15,1.920400,3.055000,3.258700,3.140000,2.969500,2.990300,3.070400,3.219300
2007-05-16,1.924600,2.997700,3.159200,3.127200,2.966900,2.991300,3.072600,3.223000
2007-05-17,1.907600,2.873200,3.039700,3.012100,2.963400,2.990500,3.072200,3.222000
2007-05-18,1.850200,2.578400,2.980500,2.914300,2.962900,2.990200,3.072700,3.221500
2007-05-21,1.840300,2.514200,2.797600,2.973000,2.982600,3.020300,3.103700,3.261400
2007-05-22,1.808600,2.479000,2.721100,2.999000,3.001700,3.049300,3.140600,3.300300
2007-05-23,1.800200,2.402600,2.715000,3.010900,3.019600,3.068000,3.165900,3.332200
2007-05-24,1.790500,2.374000,2.831600,3.016900,3.032700,3.079400,3.182300,3.360800
2007-05-25,1.809000,2.354100,2.840000,3.019300,3.038000,3.083900,3.194200,3.372200
2007-05-28,1.796500,2.338500,2.808700,3.014100,3.042400,3.090500,3.200600,3.384800
2007-05-29,1.792500,2.307800,2.779200,3.014400,3.044500,3.093400,3.205200,3.391400
2007-05-30,1.796700,2.321100,2.722900,3.017700,3.045900,3.095700,3.208200,3.395400
2007-05-31,1.798600,2.468300,2.799800,3.032700,3.047200,3.099000,3.210700,3.398500
2007-06-01,2.100500,2.815800,2.853100,3.035700,3.047200,3.100000,3.212500,3.399300
2007-06-04,2.048700,2.843700,2.858200,3.044400,3.050200,3.102700,3.215800,3.399900
2007-06-05,2.047700,2.822800,2.859200,3.039900,3.051900,3.103700,3.217200,3.402800
2007-06-06,2.017900,2.782500,2.857700,3.031600,3.054400,3.103700,3.218100,3.404300
2007-06-07,1.983700,2.493400,2.566500,2.969100,3.050100,3.102500,3.219400,3.407300
2007-06-08,1.927000,2.340700,2.458500,2.973000,3.048600,3.103000,3.218900,3.408800
2007-06-11,1.886900,2.292300,2.591200,2.971300,3.049500,3.107600,3.218200,3.409800
2007-06-12,1.861800,2.273300,2.834500,2.993800,3.050300,3.109100,3.218700,3.411200
2007-06-13,1.828500,2.266600,3.149700,3.005600,3.052200,3.110600,3.219000,3.413900
2007-06-14,1.835900,3.269400,3.592000,3.034000,3.055300,3.114200,3.220800,3.416700
2007-06-15,1.908800,4.276400,4.026500,3.049500,3.057300,3.117700,3.222600,3.420200
2007-06-18,2.537800,4.308600,4.235500,3.132700,3.058500,3.119100,3.223700,3.420200
2007-06-19,2.604000,4.031800,4.053000,3.133600,3.061000,3.118200,3.223600,3.420300
2007-06-20,2.673100,3.000300,3.481000,3.127100,3.063300,3.120800,3.225600,3.421400
2007-06-21,2.330400,2.314300,2.428400,3.093200,3.066400,3.123500,3.228300,3.424600
2007-06-22,2.104100,2.203400,2.377800,3.072900,3.070800,3.127100,3.231600,3.428600
2007-06-25,1.900600,2.018700,2.364100,3.061700,3.076600,3.129000,3.234500,3.430700
2007-06-26,1.791700,1.959700,2.279400,3.005100,3.078100,3.130800,3.237200,3.434000
2007-06-27,1.724100,1.848700,2.255500,2.998500,3.078000,3.134200,3.240500,3.435900
2007-06-28,1.674100,1.781300,2.374300,2.999600,3.082700,3.137600,3.246100,3.440400
2007-06-29,1.778400,2.841100,2.951900,3.050200,3.086800,3.141200,3.251700,3.444700
2007-07-02,1.786700,3.578400,3.331500,3.080800,3.103200,3.143200,3.255900,3.447700
2007-07-03,2.369300,3.977800,3.765700,3.070600,3.105100,3.145300,3.260600,3.451600
2007-07-04,2.340700,2.429200,3.666000,3.035400,3.107300,3.148400,3.267100,3.455500
2007-07-05,2.322600,2.403400,2.830600,3.026200,3.109400,3.150700,3.270700,3.459500
2007-07-06,2.308800,2.368800,3.368600,3.093000,3.113500,3.152900,3.274900,3.462700
2007-07-09,2.244500,2.762900,3.998400,3.143200,3.123600,3.155500,3.279600,3.466200
2007-07-10,2.654600,3.778500,4.000500,3.228600,3.124100,3.160000,3.283700,3.469100
2007-07-11,2.579000,3.905500,3.917900,3.266000,3.132600,3.164800,3.288300,3.472500
2007-07-12,2.550200,3.248800,3.566100,3.239000,3.133900,3.169300,3.292800,3.475700
2007-07-13,2.533800,3.191100,3.312900,3.241900,3.137600,3.170500,3.295100,3.477000
2007-07-16,2.439800,2.881300,3.250500,3.253900,3.139400,3.173900,3.298700,3.481100
2007-07-17,2.387400,2.801100,3.121500,3.179700,3.140800,3.175800,3.300900,3.483000
2007-07-18,2.191500,2.226900,2.864700,3.051300,3.142100,3.181000,3.304100,3.485200
2007-07-19,1.962700,2.178600,2.821200,3.020300,3.142200,3.183500,3.305000,3.486000
2007-07-20,1.882100,2.118600,2.926800,3.010500,3.142100,3.186900,3.307800,3.486600
2007-07-23,1.848800,2.154800,2.990100,3.015500,3.167000,3.220400,3.353500,3.542900
2007-07-24,1.856500,2.152600,2.998700,3.018400,3.182200,3.242300,3.376600,3.565900
2007-07-25,1.844100,2.149200,2.866800,3.001500,3.188300,3.253400,3.387600,3.578600
2007-07-26,1.820700,2.122400,2.405300,2.994100,3.190400,3.259400,3.397000,3.586100
2007-07-27,1.851000,2.127100,2.414700,2.971900,3.193400,3.260100,3.398200,3.588000
2007-07-30,1.836800,2.102100,2.405300,2.975800,3.193800,3.262300,3.399800,3.590700
2007-07-31,2.037600,2.689600,2.819500,2.977800,3.192400,3.265800,3.402600,3.593100
2007-08-01,2.026700,2.715000,2.846100,2.976800,3.194800,3.266600,3.404600,3.597000
2007-08-02,1.991900,2.191200,2.853900,2.968900,3.193000,3.265100,3.406300,3.599200
2007-08-03,1.977300,2.034200,2.899500,2.953700,3.194100,3.266600,3.408000,3.601100
2007-08-06,1.967100,2.006700,2.756500,2.909200,3.194400,3.267200,3.408200,3.601300
2007-08-07,1.945500,2.051300,2.632700,2.880500,3.193400,3.269000,3.409500,3.600900
2007-08-08,1.980700,2.147000,2.632800,2.867800,3.194700,3.269200,3.416200,3.603800
2007-08-09,1.946100,2.160000,2.615300,2.861300,3.195700,3.270800,3.414300,3.602600
2007-08-10,1.876300,2.259300,2.387100,2.856400,3.196900,3.272100,3.414300,3.601600
2007-08-13,1.854800,2.183100,2.373800,2.838700,3.197600,3.273200,3.414700,3.602300
2007-08-14,1.990900,2.128400,2.377600,2.825500,3.197800,3.273900,3.415300,3.603200
2007-08-15,1.916300,2.085700,2.390800,2.819400,3.198600,3.274500,3.414900,3.604500
2007-08-16,1.808400,1.978300,2.290000,2.807700,3.199800,3.275100,3.416400,3.605200
2007-08-17,1.770300,1.974000,2.372100,2.809000,3.200400,3.277300,3.419600,3.605700
2007-08-20,1.738100,1.974700,2.333600,2.807300,3.201000,3.276300,3.419700,3.606900
2007-08-21,1.720000,1.964300,2.299000,2.768600,3.201300,3.275900,3.418400,3.606100
2007-08-22,2.161800,2.198300,2.826900,2.815000,3.248000,3.333400,3.470600,3.674100
2007-08-23,2.163200,2.381200,2.595800,2.797900,3.253700,3.350400,3.494400,3.695500
2007-08-24,1.843000,2.449800,2.548000,2.770900,3.259100,3.358700,3.509900,3.707800
2007-08-27,1.749800,2.367300,2.527000,2.698300,3.260700,3.363000,3.517700,3.718800
2007-08-28,1.887300,2.441500,2.516200,2.751000,3.263700,3.369100,3.525700,3.727800
2007-08-29,1.940900,2.443000,2.529100,2.824000,3.269100,3.376700,3.533400,3.737100
2007-08-30,1.882000,2.688300,2.770600,2.858700,3.274300,3.382800,3.540300,3.747000
2007-08-31,1.862600,2.496100,2.748800,2.884600,3.279300,3.388300,3.546900,3.753600
2007-09-03,1.819700,2.496300,2.776800,2.908100,3.283200,3.390600,3.551200,3.757400
2007-09-04,1.886000,2.234800,2.774000,2.962500,3.286400,3.393700,3.554100,3.760300
2007-09-05,1.812200,2.368300,2.963100,3.090300,3.291500,3.401300,3.558900,3.765700
2007-09-06,1.819800,2.438500,3.225900,3.295600,3.300000,3.406600,3.562600,3.770400
2007-09-07,2.044600,2.806600,3.521800,3.473800,3.328000,3.417900,3.573600,3.780800
2007-09-10,2.258100,3.610000,3.931900,3.853100,3.347300,3.431200,3.583500,3.788300
2007-09-11,2.818400,3.851200,4.100200,4.136300,3.355600,3.441700,3.590200,3.791900
2007-09-12,2.886400,3.891000,4.143000,4.287100,3.362900,3.452000,3.597300,3.796900
2007-09-13,3.019400,4.020800,4.160000,4.445600,3.372300,3.464800,3.602400,3.801900
2007-09-14,4.020600,5.750900,5.873600,4.645100,3.391800,3.479500,3.613900,3.813000
2007-09-17,3.291400,5.946300,6.010500,5.333700,3.466600,3.546300,3.681100,3.889000
2007-09-18,3.143200,5.953500,6.035500,5.871700,3.507300,3.582000,3.716200,3.928500
2007-09-19,3.263500,6.476200,6.286000,6.363500,3.526600,3.611600,3.742400,3.954900
2007-09-20,3.776000,6.789300,7.807200,7.078900,3.623600,3.632100,3.761200,3.975000
2007-09-21,4.201800,6.960800,7.087200,7.273300,3.744800,3.646400,3.774600,3.990900
2007-09-24,3.809000,6.956100,6.965200,7.105500,3.811300,3.662800,3.791100,4.010900
2007-09-25,3.723400,7.029600,7.580800,7.171100,3.839500,3.678600,3.804300,4.025500
2007-09-26,3.905500,4.868600,5.898200,7.025600,3.855300,3.686900,3.810800,4.036000
2007-09-27,2.662700,3.305600,5.271800,6.650400,3.864200,3.692700,3.815700,4.046500
2007-09-28,2.115000,2.038000,2.246000,3.449500,3.855700,3.696200,3.822000,4.051900
2007-09-29,2.002600,1.952500,2.010400,3.182700,3.858800,3.708500,3.823400,4.055200
2007-09-30,1.992500,1.987800,2.032600,3.145300,3.853400,3.714400,3.825100,4.055400
2007-10-08,1.998100,2.029900,2.057300,3.178200,3.848200,3.721200,3.829200,4.058100
2007-10-09,1.994800,2.041800,2.104000,3.297800,3.850800,3.729300,3.832600,4.069300
2007-10-10,1.897400,2.073600,2.152200,3.318000,3.856700,3.752900,3.849500,4.097400
2007-10-11,1.919400,2.100300,2.183200,3.387400,3.864000,3.765300,3.856800,4.104200
2007-10-12,1.912000,2.231700,2.309100,3.403800,3.869100,3.781200,3.874700,4.117500
2007-10-15,1.898600,2.304300,2.353300,3.566800,3.870700,3.800600,3.891700,4.128400
2007-10-16,1.907200,2.311100,2.475800,3.789600,3.872100,3.824400,3.907200,4.134800
2007-10-17,1.896800,2.362200,5.149100,3.812200,3.874600,3.834000,3.916900,4.142100
2007-10-18,1.897700,2.376500,6.165200,4.511300,3.875700,3.851500,3.929700,4.148600
2007-10-19,1.930100,2.490100,6.680400,5.425800,3.880400,3.869900,3.942900,4.154500
2007-10-22,1.951700,3.112700,8.460900,7.212800,3.884800,3.887400,3.954100,4.161400
2007-10-23,2.208600,5.693500,8.928000,7.505300,3.902000,3.902300,3.969600,4.171800
2007-10-24,3.562900,7.995300,8.086300,7.480200,3.923100,3.935800,3.968000,4.172900
2007-10-25,5.084400,8.747000,7.727300,7.774200,3.950400,3.926400,3.970700,4.179800
2007-10-26,8.528200,10.082400,13.578600,8.827100,4.004500,3.929400,3.981300,4.183300
2007-10-29,2.901400,2.937300,2.983800,4.006500,4.008100,3.931700,3.989900,4.185700
2007-10-30,2.837900,2.827700,3.082800,4.287300,4.028000,3.953700,4.007000,4.195600
2007-10-31,2.892800,2.911900,3.369400,3.713400,4.051600,3.978200,4.019700,4.204800
2007-11-01,2.916100,2.999400,3.181700,3.881300,4.076000,3.995500,4.038900,4.218700
2007-11-02,2.309800,3.068500,3.187100,4.322900,4.090700,4.011700,4.056500,4.227100
2007-11-05,2.297700,3.052200,3.472300,4.562100,4.119200,4.031100,4.064600,4.229400
2007-11-06,2.291800,3.042400,3.806200,4.699000,4.137400,4.049900,4.077900,4.236200
2007-11-07,1.864900,3.008100,3.841300,5.779400,4.169100,4.073100,4.116000,4.260200
2007-11-08,1.946000,2.655100,4.246000,5.760100,4.198800,4.091100,4.144000,4.276300
2007-11-09,1.890200,2.802700,4.636500,5.486300,4.216500,4.134300,4.166400,4.302300
2007-11-12,1.886500,2.401400,5.057900,5.396800,4.227500,4.140700,4.188200,4.313000
2007-11-13,1.883900,2.272900,5.442400,5.501100,4.255400,4.154000,4.207700,4.323100
2007-11-14,1.856800,2.148700,5.619300,5.508800,4.279600,4.178900,4.236700,4.335900
2007-11-15,2.090900,2.149900,5.499100,5.485300,4.294300,4.198900,4.257700,4.350700
2007-11-16,1.910700,2.072400,5.411200,5.339300,4.299300,4.212100,4.274900,4.364200
2007-11-19,1.893800,3.040800,3.490600,5.214300,4.301300,4.222600,4.284400,4.370300
2007-11-20,1.892600,3.997300,4.499600,5.098600,4.315800,4.247500,4.301400,4.383800
2007-11-21,1.894800,4.277000,4.379600,4.995700,4.322700,4.259600,4.310600,4.397500
2007-11-22,1.901800,2.261200,2.979300,4.757400,4.323600,4.263200,4.319100,4.406800
2007-11-23,1.902500,2.763000,2.870100,4.577100,4.340300,4.272900,4.328200,4.417800
2007-11-26,1.883300,2.771800,2.815800,4.241300,4.346400,4.281800,4.331900,4.421400
2007-11-27,1.892100,2.719800,3.159900,4.094800,4.344000,4.286200,4.336900,4.424700
2007-11-28,1.894600,2.114000,3.764700,4.031600,4.355400,4.298800,4.352800,4.433200
2007-11-29,1.880900,2.929000,4.431400,4.476800,4.357900,4.307600,4.367600,4.442100
2007-11-30,1.863500,3.053900,4.701200,4.536500,4.353500,4.310300,4.373900,4.450500
2007-12-03,1.846800,4.133500,5.421400,4.604700,4.352700,4.325200,4.380600,4.452200
2007-12-04,1.851700,4.287700,5.314500,4.862700,4.351500,4.331100,4.385400,4.465400
2007-12-05,1.872000,4.180600,5.146200,4.664600,4.352200,4.340500,4.391300,4.463600
2007-12-06,1.876000,4.040100,5.077300,4.644700,4.353300,4.346300,4.396800,4.465400
2007-12-07,1.897300,2.616100,3.827600,4.142700,4.347200,4.353300,4.403000,4.469700
