date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2020-09-08,sh.688095,350.9700,370.0000,307.0000,309.2700,238.5300,7359227,2481464930.0000,67.533000,1,29.656600,124.441084,38.256454,33.789010,290.597836,0
2020-09-09,sh.688095,306.0000,340.0000,285.0000,326.3900,309.2700,3803507,1206210203.0000,34.903400,1,5.535600,131.329665,40.374185,35.659440,306.684217,0
2020-09-10,sh.688095,330.0000,341.3300,310.0000,310.0000,326.3900,2324613,760228004.0000,21.332100,1,-5.021600,124.734814,38.346755,33.868766,291.283762,0
2020-09-11,sh.688095,300.0000,365.0000,300.0000,359.8000,310.0000,2041867,687018195.0000,18.737500,1,16.064500,144.772859,44.506975,39.309619,338.077089,0
2020-09-14,sh.688095,360.0000,364.9800,331.4300,336.9000,359.8000,1544203,536835427.5000,14.170600,1,-6.364600,135.558577,41.674263,36.807700,316.559676,0
2020-09-15,sh.688095,334.1300,364.2400,332.0000,340.2100,336.9000,1452732,509234811.0000,13.331200,1,0.982500,136.890423,42.083708,37.169331,319.669835,0
2020-09-16,sh.688095,341.0000,350.0000,332.0500,342.9700,340.2100,802172,272396056.0000,7.361200,1,0.811300,138.000965,42.425117,37.470873,322.263200,0
2020-09-17,sh.688095,344.4900,344.4900,325.1100,332.0000,342.9700,783703,261748983.0000,7.191800,1,-3.198500,133.586962,41.068137,36.272355,311.955513,0
2020-09-18,sh.688095,333.5000,373.0000,330.0000,365.5000,332.0000,1400778,499641388.0000,12.854400,1,10.090400,147.066370,45.212061,39.932367,343.432952,0
2020-09-21,sh.688095,359.0000,364.0000,342.0200,348.5500,365.5000,852430,298206692.2700,7.822400,1,-4.637500,140.246192,43.115359,38.080510,327.506308,0
2020-09-22,sh.688095,344.0000,353.5600,327.0000,330.9700,348.5500,915223,310734403.2800,8.398700,1,-5.043800,133.172521,40.940727,36.159824,310.987699,0
2020-09-23,sh.688095,328.8000,347.0000,326.0200,333.9700,330.9700,669454,225073089.0000,6.143300,1,0.906400,134.379632,41.311825,36.487586,313.806575,0
2020-09-24,sh.688095,332.9700,332.9700,314.1000,321.1900,333.9700,675259,217503945.0000,6.196600,1,-3.826700,129.237339,39.730949,35.091319,301.798167,0
2020-09-25,sh.688095,321.7200,329.0000,311.9300,317.0000,321.1900,637404,203214204.9800,5.849200,1,-1.304500,127.551407,39.212649,34.633544,297.861138,0
