date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2020-01-22,sh.688026,55.1000,64.9500,53.0100,53.3600,16.4900,15963785,892031971.0000,70.398700,1,223.590100,84.147986,16.383384,21.861882,-972.145180
2020-01-23,sh.688026,55.5000,63.5000,52.0000,58.5200,53.3600,13301573,745077508.0000,58.658600,1,9.670200,92.285234,17.967685,23.975962,-1066.153222
2020-02-03,sh.688026,76.0800,122.0400,63.0000,122.0400,58.5200,15104493,1307916746.0000,66.609300,1,108.544100,192.455400,37.470544,50.000450,-2223.399509
2020-02-04,sh.688026,99.0000,157.0000,85.0000,118.8800,122.0400,14400153,1684872172.0000,63.503200,1,-2.589300,187.472124,36.500314,48.705781,-2165.828692
2020-02-05,sh.688026,105.0000,118.8800,104.0000,109.3500,118.8800,10608410,1184286924.0000,46.782000,1,-8.016500,172.443445,33.574271,44.801288,-1992.205312
2020-02-06,sh.688026,111.5500,114.8800,99.0100,100.1700,109.3500,9783906,1048314156.0000,43.146000,1,-8.395100,157.966711,30.755690,41.040193,-1824.958447
2020-02-07,sh.688026,98.0800,103.9500,90.1400,94.2200,100.1700,9297141,901398847.0000,40.999500,1,-5.939900,148.583643,28.928832,38.602445,-1716.557700
2020-02-10,sh.688026,96.5700,96.5700,81.0000,84.2200,94.2200,8088556,701422698.0000,35.669700,1,-10.613500,132.813781,25.858483,34.505391,-1534.371572
2020-02-11,sh.688026,81.9000,83.5800,76.0000,82.0000,84.2200,6724085,533422681.0000,29.652500,1,-2.636000,129.312871,25.176865,33.595845,-1493.926252
2020-02-12,sh.688026,80.0500,83.5000,77.8700,82.9300,82.0000,5829776,475933891.0000,25.708700,1,1.134100,130.779468,25.462408,33.976871,-1510.869561
2020-02-13,sh.688026,82.8000,82.8000,77.3000,79.2000,82.9300,5376538,429378661.0000,23.710000,1,-4.497800,124.897310,24.317167,32.448670,-1442.914136
2020-02-14,sh.688026,79.1800,81.4500,74.0000,74.0000,79.2000,4765810,368373276.0000,21.016700,1,-6.565700,116.696981,22.720585,30.318202,-1348.177349
2020-02-17,sh.688026,72.8800,75.5800,72.0000,74.3600,74.0000,3541928,262566987.0000,15.619500,1,0.486500,117.264696,22.831118,30.465696,-1354.736050
2020-02-18,sh.688026,74.7100,79.4600,73.5000,78.6400,74.3600,5771630,444325915.0000,25.452300,1,5.755800,124.014198,24.145228,32.219235,-1432.711712
2020-02-19,sh.688026,77.2000,78.2600,73.8400,73.8400,78.6400,3721976,280915440.0000,16.413500,1,-6.103800,124.014198,24.145228,32.219235,-1432.711712
2020-02-20,sh.688026,73.0000,74.3000,70.1000,70.3000,73.8400,3355462,239443489.0000,14.797300,1,-4.794100,110.862132,21.584556,28.802292,-1280.768481
2020-02-21,sh.688026,69.3000,73.3800,69.3000,70.6500,70.3000,2897978,207253060.0000,12.779800,1,0.497900,111.414078,21.692018,28.945688,-1287.144996
2020-02-24,sh.688026,73.0000,77.5400,73.0000,77.1600,70.6500,5473490,415286922.0000,24.137500,1,9.214400,121.680258,23.690816,31.612871,-1405.748165
2020-02-25,sh.688026,80.2900,84.0000,78.5900,81.9600,77.1600,7015768,575297878.0000,30.938800,1,6.220800,129.249792,25.164584,33.579457,-1493.197507
2020-02-26,sh.688026,82.0000,82.9500,74.6700,74.9300,81.9600,5143330,398859955.0000,22.681600,1,-8.577400,118.163579,23.006128,30.699228,-1365.120659
2020-02-27,sh.688026,75.0000,75.7000,69.0000,69.3000,74.9300,3982662,281876817.0000,17.563100,1,-7.513700,109.285146,21.277521,28.392586,-1262.549869
2020-02-28,sh.688026,69.9900,83.1600,69.9900,83.1500,69.3000,8432620,651574204.0000,37.187000,1,19.985600,119.287232,25.529955,33.703839,-1514.877656
2020-03-02,sh.688026,86.9900,93.5000,79.0000,86.4900,83.1500,9539857,825861800.0000,42.069800,1,4.016800,124.078806,26.555452,35.057667,-1575.727823
2020-03-03,sh.688026,82.0000,92.6200,80.5000,87.5000,86.4900,8549578,736144907.0000,37.702800,1,1.167800,125.527755,26.865557,35.467059,-1594.128622
2020-03-04,sh.688026,87.2800,93.7500,86.0000,90.0500,87.5000,8515083,775195838.0000,37.550700,1,2.914300,129.185992,27.648496,36.500670,-1640.586085
2020-03-05,sh.688026,88.0400,91.8500,82.5000,83.7500,90.0500,7186204,619459775.0000,31.690400,1,-6.996100,120.147994,25.714176,33.947042,-1525.808824
2020-03-06,sh.688026,83.9400,97.0000,83.8800,95.0900,83.7500,10186577,936844382.0000,44.921800,1,13.540300,136.416391,29.195952,38.543573,-1732.407893
2020-03-09,sh.688026,98.0000,105.8800,91.5000,97.2900,95.0900,10477311,1046578150.0000,46.203900,1,2.313600,139.572517,29.871429,39.435316,-1772.488842
2020-03-10,sh.688026,90.0000,92.6000,78.9900,87.8800,97.2900,7916611,689181214.0000,34.911500,1,-9.672100,126.072904,26.982230,35.621087,-1601.051695
2020-03-11,sh.688026,85.0800,90.8100,83.3000,86.8000,87.8800,6070737,526817317.0000,26.771300,1,-1.228900,124.523533,26.650633,35.183322,-1581.375593
2020-03-12,sh.688026,91.0700,91.9800,84.0800,84.4800,86.8000,5641963,497265810.0000,24.880500,1,-2.672800,121.195254,25.938312,34.242938,-1539.108411
