date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2018-05-16,sz.300454,36.0800,43.3000,36.0800,43.3000,30.0700,24566,1057575.8000,0.061400,1,43.997340,27.422528,10.285846,6.601748,-198.366200
2018-05-17,sz.300454,47.6300,47.6300,47.6300,47.6300,43.3000,8804,419334.5200,0.022004,1,10.000000,30.164781,11.314430,7.261923,-218.202820
2018-05-18,sz.300454,52.3900,52.3900,52.3900,52.3900,47.6300,13870,726649.3000,0.034666,1,9.993698,33.179360,12.445161,7.987657,-240.009358
2018-05-21,sz.300454,57.6300,57.6300,57.6300,57.6300,52.3900,19623,1130873.4900,0.049045,1,10.001910,36.497929,13.689914,8.786576,-264.014875
2018-05-22,sz.300454,63.3900,63.3900,63.3900,63.3900,57.6300,55944,3546290.1600,0.139825,1,9.994791,40.145822,15.058193,9.664776,-290.402619
2018-05-23,sz.300454,69.7300,69.7300,69.7300,69.7300,63.3900,55773,3889051.2900,0.139398,1,10.001580,44.161037,16.564250,10.631406,-319.447462
2018-05-24,sz.300454,76.7000,76.7000,76.7000,76.7000,69.7300,60211,4618183.7000,0.150490,1,9.995687,48.575241,18.219962,11.694089,-351.378465
2018-05-25,sz.300454,84.3700,84.3700,84.3700,84.3700,76.7000,158820,13399643.4000,0.396951,1,10.000010,53.432765,20.041958,12.863498,-386.516311
2018-05-28,sz.300454,92.8100,92.8100,92.8100,92.8100,84.3700,245978,22829218.1800,0.614791,1,10.003550,58.777942,22.046867,14.150305,-425.181686
2018-05-29,sz.300454,102.0900,102.0900,102.0900,102.0900,92.8100,479528,48955013.5200,1.198520,1,9.998921,64.655102,24.251316,15.565183,-467.695273
2018-05-30,sz.300454,112.3000,112.3000,103.0000,103.9500,102.0900,21212162,2295366544.0900,53.017151,1,1.821923,65.833068,24.693156,15.848769,-476.216315
2018-05-31,sz.300454,114.3500,114.3500,111.3800,114.3500,103.9500,23146994,2638378902.9800,57.853022,1,10.004810,72.419541,27.163659,17.434408,-523.860853
2018-06-01,sz.300454,118.0000,122.2200,109.0000,110.9000,114.3500,17573771,2038595385.8600,43.923447,1,-3.017050,70.234605,26.344117,16.908402,-508.055694
2018-06-04,sz.300454,114.0100,119.5700,110.9300,114.5000,110.9000,13573406,1555548696.2400,33.925034,1,3.246166,72.514538,27.199291,17.457278,-524.548034
2018-06-05,sz.300454,112.8300,125.9500,110.1000,125.9500,114.5000,14208052,1671516832.2900,35.511252,1,9.999997,79.765992,29.919221,19.203005,-577.002837
2018-06-06,sz.300454,129.0000,130.7000,121.0500,123.5000,125.9500,15081683,1902603865.9100,37.694784,1,-1.945214,78.214371,29.337227,18.829465,-565.778884
2018-06-07,sz.300454,123.2000,125.2700,118.5900,123.4000,123.5000,10187291,1241722533.2800,25.461862,1,-0.080970,78.151040,29.313472,18.814219,-565.320763
2018-06-08,sz.300454,122.3300,128.8500,121.6000,123.2000,123.4000,9970464,1250681752.6500,24.919930,1,-0.162078,78.024377,29.265962,18.783726,-564.404522
2018-06-11,sz.300454,118.1100,119.6500,112.1700,118.3900,123.2000,11679011,1362675923.5900,29.190230,1,-3.904219,74.978133,28.123355,18.050368,-542.368923
2018-06-12,sz.300454,117.0000,118.5000,112.2000,115.4800,118.3900,7855266,910177450.7600,19.633257,1,-2.457974,73.135187,27.432089,17.606694,-529.037615
2018-06-13,sz.300454,113.1100,127.0300,111.2300,119.5300,115.4800,13820431,1672725017.5100,34.542442,1,3.507097,75.700112,28.394160,18.224178,-547.591498
2018-06-14,sz.300454,120.0000,130.9300,120.0000,123.6400,119.5300,12410396,1549836814.8200,31.018235,1,3.438468,78.303035,29.370484,18.850810,-566.420252
2018-06-15,sz.300454,121.6800,128.5800,116.1200,123.6500,123.6400,10846073,1330768777.8300,27.108405,1,0.008090,78.309368,29.372859,18.852335,-566.466064
2018-06-19,sz.300454,121.6000,129.9700,114.4000,118.0100,123.6500,11549610,1427818241.3600,28.866808,1,-4.561261,74.737473,28.033086,17.992431,-540.628065
2018-06-20,sz.300454,117.5300,129.8100,113.0000,127.2300,118.0100,16391878,2043526379.0700,40.969453,1,7.812898,80.576635,30.223283,19.398161,-582.866780
